"Gene_ID","WT_LP1:read count","WT_LP2:read count","WT_EP1:read count","WT_EP2:read count","WT_SP1:read count","WT_SP2:read count"
"gene-SAUSA300_RS14860",2261,3265,1233,1652,942,1267
"gene-SAUSA300_RS14865",679,1032,217,301,302,271
"gene-SAUSA300_RS14870",157,251,562,650,407,640
"gene-SAUSA300_RS14875",880,1100,1117,1090,2954,3639
"gene-SAUSA300_RS14880",1922,2506,617,730,701,734
"gene-SAUSA300_RS14885",5492,7114,5645,7647,13650,16058
"gene-SAUSA300_RS14890",0,0,0,0,0,1
"gene-SAUSA300_RS14895",6156,8156,8871,10733,17514,20278
"gene-SAUSA300_RS14905",1547,1226,16,31,17,23
"gene-SAUSA300_RS14910",11,7,4,4,8,7
"gene-SAUSA300_RS14915",3964,5162,1738,1731,1687,1927
"gene-SAUSA300_RS14920",55,104,32,44,50,59
"gene-SAUSA300_RS14925",99,114,189,210,165,150
"gene-SAUSA300_RS14955",140,274,65,132,187,272
"gene-SAUSA300_RS14980",0,0,0,0,0,4
"gene-SAUSA300_RS14990",25,45,18,13,28,34
"gene-SAUSA300_RS14995",316,298,212,155,210,190
"gene-SAUSA300_RS15040",2,0,1,0,0,0
"gene-SAUSA300_RS15050",0,0,0,0,0,0
"gene-SAUSA300_RS15070",3,6,7,6,1,5
"gene-SAUSA300_RS15090",10,20,1445,1115,2173,2386
"gene-SAUSA300_RS15095",499,557,341,272,316,338
"gene-SAUSA300_RS15115",63,89,31,27,89,65
"gene-SAUSA300_RS15135",1,2,0,2,0,3
"gene-SAUSA300_RS15215",0,0,0,0,0,0
"gene-SAUSA300_RS15225",60,62,17,26,42,28
"gene-SAUSA300_RS15250",56,43,7,21,11,9
"gene-SAUSA300_RS15255",3,0,1,1,0,4
"gene-SAUSA300_RS15260",179,263,9,13,58,96
"gene-SAUSA300_RS15265",15,8,0,0,4,5
"gene-SAUSA300_RS15350",160,202,390,502,373,512
"gene-SAUSA300_RS15355",129,131,304,326,353,316
"gene-SAUSA300_RS15375",10,7,0,8,9,3
"gene-SAUSA300_RS15410",516,578,792,754,517,571
"gene-SAUSA300_RS15490",7,6,8,5,5,4
"gene-SAUSA300_RS15495",4,5,0,0,0,3
"gene-SAUSA300_RS15500",3,0,3,0,0,0
"gene-SAUSA300_RS15540",0,0,0,0,0,0
"gene-SAUSA300_RS15565",0,0,0,0,0,0
"gene-SAUSA300_RS15580",0,0,0,0,0,0
"gene-SAUSA300_RS15610",20,30,16,10,3,9
"gene-SAUSA300_RS15630",0,1,0,1,4,3
"gene-SAUSA300_RS15635",404,476,231,215,322,278
"gene-SAUSA300_RS15665",14,16,0,5,2,8
"gene-SAUSA300_RS15695",1,1,1,0,2,1
"gene-SAUSA300_RS15725",6,8,4,18,4,3
"gene-SAUSA300_RS15730",3,7,416,416,197,187
"gene-SAUSA300_RS15735",0,0,26,40,55,51
"gene-SAUSA300_RS15740",2,2,6,4,0,3
"gene-SAUSA300_RS15795",3,5,4,3,6,6
"gene-SAUSA300_RS15800",0,0,0,0,0,0
"gene-SAUSA300_RS15815",3129,3127,1146,1099,1576,1680
"gene-SAUSA300_RS15865",0,0,0,0,0,0
"gene-SAUSA300_RS15870",2,2,0,0,5,6
"gene-SAUSA300_RS15875",0,0,0,0,0,0
"gene-SAUSA300_RS15880",0,0,0,0,1,4
"gene-SAUSA300_RS15885",0,0,0,0,0,0
"gene-SAUSA300_RS15890",0,0,0,0,0,0
"gene-SAUSA300_RS15895",47,59,150,108,74,117
"gene-SAUSA300_RS15900",100,58,243,190,128,110
"gene-SAUSA300_RS15905",20,23,7,13,9,16
"gene-SAUSA300_RS15910",21,25,8,4,7,3
"gene-SAUSA300_RS15915",6,6,0,5,0,1
