"Gene_ID","WT_LP1:read count","WT_LP2:read count","WT_EP1:read count","WT_EP2:read count","WT_SP1:read count","WT_SP2:read count"
"gene-SAUSA300_RS07260",2527,2664,1290,1076,1100,1175
"gene-SAUSA300_RS07265",7822,8865,3904,3454,3274,3306
"gene-SAUSA300_RS07270",1590,1772,2525,2281,547,561
"gene-SAUSA300_RS07280",30,50,20,22,16,23
"gene-SAUSA300_RS07285",1254,1387,571,542,447,467
"gene-SAUSA300_RS07290",1733,1777,473,486,591,617
"gene-SAUSA300_RS07295",3032,3091,1828,1433,1880,2054
"gene-SAUSA300_RS07300",2891,3503,1142,1230,1357,1644
"gene-SAUSA300_RS07305",0,0,0,0,0,3
"gene-SAUSA300_RS07310",2044,2390,1306,1275,1314,1318
"gene-SAUSA300_RS07315",11787,12613,5086,4581,4439,4765
"gene-SAUSA300_RS07320",831,1284,206,310,143,225
"gene-SAUSA300_RS07325",677,592,240,190,92,127
"gene-SAUSA300_RS07330",1327,1293,393,298,243,207
"gene-SAUSA300_RS07335",9317,10241,4230,3854,2346,2204
"gene-SAUSA300_RS07340",4200,4849,1165,1149,1335,1322
"gene-SAUSA300_RS07345",1826,2026,667,678,741,780
"gene-SAUSA300_RS07350",1537,1624,561,588,334,413
"gene-SAUSA300_RS07355",1767,1789,741,623,434,407
"gene-SAUSA300_RS07360",844,1077,325,404,246,203
"gene-SAUSA300_RS07365",14109,15653,2740,2319,6648,6613
"gene-SAUSA300_RS07370",442,500,102,87,118,140
"gene-SAUSA300_RS07375",400,441,90,86,87,105
"gene-SAUSA300_RS07380",2160,2488,741,607,894,952
"gene-SAUSA300_RS07385",3008,2918,1104,957,1296,1348
"gene-SAUSA300_RS07390",493,574,196,216,224,304
"gene-SAUSA300_RS07395",1820,1855,667,626,597,633
"gene-SAUSA300_RS07400",5,1,13,14,15,11
"gene-SAUSA300_RS07405",301,487,521,503,647,701
"gene-SAUSA300_RS07410",3554,3610,1929,1639,1062,1103
"gene-SAUSA300_RS07415",2086,1795,1012,847,552,445
"gene-SAUSA300_RS07420",323,367,206,175,148,128
"gene-SAUSA300_RS07430",70809,86601,44458,39655,51996,59677
"gene-SAUSA300_RS07435",5166,5646,2102,1853,1043,1174
"gene-SAUSA300_RS07440",6919,7483,3262,2544,1050,1148
"gene-SAUSA300_RS07445",12029,13750,11421,10627,12463,13202
"gene-SAUSA300_RS07450",357,401,54,227,28,71
"gene-SAUSA300_RS07460",0,0,0,0,0,0
"gene-SAUSA300_RS07465",3241,3817,866,776,386,370
"gene-SAUSA300_RS07470",1514,1595,551,462,341,370
"gene-SAUSA300_RS07475",1410,1594,752,643,271,284
"gene-SAUSA300_RS07480",32,22,16,11,4,5
"gene-SAUSA300_RS07485",30991,30786,16461,14295,17360,17569
"gene-SAUSA300_RS07490",1413,1435,1775,1556,1542,1641
"gene-SAUSA300_RS07495",908,1056,1098,1114,1317,1385
"gene-SAUSA300_RS07500",353,388,195,185,249,305
"gene-SAUSA300_RS07505",232,245,191,144,113,122
"gene-SAUSA300_RS07510",0,4,1,1,0,0
"gene-SAUSA300_RS07515",115,107,56,62,46,56
"gene-SAUSA300_RS07520",0,0,0,0,0,0
"gene-SAUSA300_RS07525",8,12,2,4,2,9
"gene-SAUSA300_RS07530",9,27,2,4,5,9
"gene-SAUSA300_RS07535",6,7,1,3,1,2
"gene-SAUSA300_RS07540",235,202,987,1057,1086,1403
"gene-SAUSA300_RS07545",168,141,1089,978,1148,1298
"gene-SAUSA300_RS07550",34,50,13,7,11,4
"gene-SAUSA300_RS07555",1,4,0,0,6,1
"gene-SAUSA300_RS07560",15,4,0,4,0,3
"gene-SAUSA300_RS07565",0,0,0,0,1,0
"gene-SAUSA300_RS07570",0,0,0,0,0,0
"gene-SAUSA300_RS07575",22,14,21,24,23,29
"gene-SAUSA300_RS07580",89,102,24,38,37,48
"gene-SAUSA300_RS07585",0,2,0,0,0,0
"gene-SAUSA300_RS07590",41,33,21,19,18,15
"gene-SAUSA300_RS07595",8,13,9,12,8,8
"gene-SAUSA300_RS07600",186,199,165,145,141,175
"gene-SAUSA300_RS07605",0,0,0,0,0,0
"gene-SAUSA300_RS07610",0,0,3,0,1,0
"gene-SAUSA300_RS07615",66,77,47,35,27,34
"gene-SAUSA300_RS07620",26,45,18,12,24,20
"gene-SAUSA300_RS07625",8,3,2,3,0,3
"gene-SAUSA300_RS07630",0,1,5,0,0,1
"gene-SAUSA300_RS07635",0,1,0,0,0,0
"gene-SAUSA300_RS07640",1,0,0,0,0,0
"gene-SAUSA300_RS07645",36,34,27,45,19,18
"gene-SAUSA300_RS07650",4,1,4,14,2,10
"gene-SAUSA300_RS07655",48,64,24,11,52,50
"gene-SAUSA300_RS07660",19,14,12,9,31,19
"gene-SAUSA300_RS07665",0,0,0,0,0,0
"gene-SAUSA300_RS07670",2,1,0,0,0,0
"gene-SAUSA300_RS07675",57,37,17,24,31,20
"gene-SAUSA300_RS07680",120,100,49,55,60,60
"gene-SAUSA300_RS07685",9,4,3,1,0,1
"gene-SAUSA300_RS07690",4,8,2,1,2,3
"gene-SAUSA300_RS07695",68,94,62,39,52,54
"gene-SAUSA300_RS07700",18,28,17,6,41,52
"gene-SAUSA300_RS07705",0,0,0,0,0,0
"gene-SAUSA300_RS07710",0,2,0,0,5,0
"gene-SAUSA300_RS07715",0,0,0,0,0,0
"gene-SAUSA300_RS07720",1,0,0,0,0,0
"gene-SAUSA300_RS07725",0,0,0,0,0,0
"gene-SAUSA300_RS07730",3,3,0,0,4,0
"gene-SAUSA300_RS07735",0,2,0,0,0,0
"gene-SAUSA300_RS07740",0,0,0,0,0,0
"gene-SAUSA300_RS07745",0,0,0,0,0,0
"gene-SAUSA300_RS07750",0,0,0,0,0,0
"gene-SAUSA300_RS07755",2,4,0,0,0,0
"gene-SAUSA300_RS07760",0,0,0,0,0,0
"gene-SAUSA300_RS07765",13,9,3,3,3,9
"gene-SAUSA300_RS07770",1,12,1,0,3,2
"gene-SAUSA300_RS07775",9,10,3,2,3,0
"gene-SAUSA300_RS07780",0,0,0,0,0,0
"gene-SAUSA300_RS07785",0,0,0,0,0,0
"gene-SAUSA300_RS07790",0,0,0,0,0,0
"gene-SAUSA300_RS07795",2,3,0,1,1,3
"gene-SAUSA300_RS07805",0,2,0,0,0,0
"gene-SAUSA300_RS07810",0,3,0,0,0,0
"gene-SAUSA300_RS07815",0,3,1,0,2,3
"gene-SAUSA300_RS07820",2,0,1,3,5,6
"gene-SAUSA300_RS07825",843,1000,329,330,1082,1252
"gene-SAUSA300_RS07830",264,239,152,152,588,671
"gene-SAUSA300_RS07835",1394,1253,384,370,1250,1247
"gene-SAUSA300_RS07840",465,460,247,287,608,670
"gene-SAUSA300_RS07845",11,4,5,5,4,11
"gene-SAUSA300_RS07850",958,1152,464,553,861,850
"gene-SAUSA300_RS07855",154,136,133,143,265,278
"gene-SAUSA300_RS07865",346,266,678,509,689,660
"gene-SAUSA300_RS07870",5697,5974,4738,4350,1582,1659
"gene-SAUSA300_RS07875",4235,4807,4357,3819,2892,3132
"gene-SAUSA300_RS07880",2467,2307,1257,1091,1013,947
"gene-SAUSA300_RS07885",826,834,553,466,392,382
"gene-SAUSA300_RS07890",1376,1616,991,970,1026,1102
"gene-SAUSA300_RS07895",307,306,121,98,105,77
"gene-SAUSA300_RS07900",1472,1526,1315,1249,338,386
"gene-SAUSA300_RS07905",994,1334,875,746,545,563
"gene-SAUSA300_RS07910",1016,1162,422,444,273,311
"gene-SAUSA300_RS07915",3746,4531,2207,2324,2237,2412
"gene-SAUSA300_RS07920",84,77,37,51,98,124
"gene-SAUSA300_RS07925",412,491,207,161,401,337
"gene-SAUSA300_RS07930",2135,2211,674,503,1045,1101
"gene-SAUSA300_RS07935",675,720,539,431,539,445
"gene-SAUSA300_RS07940",13698,15820,5401,4747,3427,3275
"gene-SAUSA300_RS07945",1940,1949,1218,1127,1217,1260
"gene-SAUSA300_RS07950",659,596,2613,2389,1142,1157
"gene-SAUSA300_RS07955",407,358,1022,1101,607,663
"gene-SAUSA300_RS07960",0,0,0,0,0,0
"gene-SAUSA300_RS07965",324,399,441,443,137,136
"gene-SAUSA300_RS07970",27017,28089,13500,11486,6937,6620
"gene-SAUSA300_RS07975",3185,3321,1513,1285,1152,1204
"gene-SAUSA300_RS07980",113,124,13,4,4,3
"gene-SAUSA300_RS07985",2249,2610,762,732,384,413
"gene-SAUSA300_RS07990",1624,1755,362,347,145,181
"gene-SAUSA300_RS07995",6093,6505,1390,1387,1453,1339
"gene-SAUSA300_RS08000",3988,4094,1119,964,878,961
"gene-SAUSA300_RS08005",4035,4303,1163,1041,907,986
"gene-SAUSA300_RS08010",7294,7534,2576,2365,1992,1981
"gene-SAUSA300_RS08015",8303,8621,3696,3104,3485,3682
"gene-SAUSA300_RS08020",783,1062,370,382,542,624
"gene-SAUSA300_RS08025",3425,3571,1085,1043,1163,1130
"gene-SAUSA300_RS08030",0,0,0,1,0,0
"gene-SAUSA300_RS08035",5604,5962,1943,1915,2057,2043
"gene-SAUSA300_RS08040",1451,1498,471,524,455,516
"gene-SAUSA300_RS08045",1012,1065,357,363,328,373
"gene-SAUSA300_RS08050",7812,7864,2477,2289,1390,1300
"gene-SAUSA300_RS08055",3380,4010,1159,984,859,953
"gene-SAUSA300_RS08060",1592,1761,1224,1183,1489,1599
"gene-SAUSA300_RS08065",1987,2130,1096,1104,1153,1403
"gene-SAUSA300_RS08070",392,685,381,598,546,763
"gene-SAUSA300_RS08075",40,79,50,46,72,113
"gene-SAUSA300_RS08080",48,55,71,46,164,165
"gene-SAUSA300_RS08085",389,409,182,217,278,271
"gene-SAUSA300_RS08090",33,26,20,27,24,20
"gene-SAUSA300_RS08095",141,199,95,74,91,99
"gene-SAUSA300_RS08100",1,3,3,1,1,1
"gene-SAUSA300_RS08105",2,2,3,0,5,2
"gene-SAUSA300_RS08110",45,79,42,32,23,28
"gene-SAUSA300_RS08115",135,134,147,155,197,168
"gene-SAUSA300_RS08120",146,130,115,72,63,42
"gene-SAUSA300_RS08125",31,24,19,19,22,14
"gene-SAUSA300_RS08130",27,45,21,23,8,12
"gene-SAUSA300_RS08135",3125,4025,1068,909,526,576
"gene-SAUSA300_RS08140",5771,6661,2947,2600,3510,3629
"gene-SAUSA300_RS08145",2251,2801,460,578,568,593
"gene-SAUSA300_RS08150",10,14,1,4,0,3
"gene-SAUSA300_RS08155",2218,2492,1386,1206,1371,1386
"gene-SAUSA300_RS08160",1735,2096,360,307,188,228
"gene-SAUSA300_RS08165",2814,2826,1929,1699,3743,3696
"gene-SAUSA300_RS08170",1161,1311,878,806,1665,1794
"gene-SAUSA300_RS08175",2757,2638,1699,1475,3178,3143
"gene-SAUSA300_RS08180",145,224,68,79,70,78
"gene-SAUSA300_RS08185",0,0,0,0,0,0
"gene-SAUSA300_RS08190",9,2,4,1,5,9
"gene-SAUSA300_RS08195",0,0,0,0,0,0
"gene-SAUSA300_RS08200",0,3,0,0,1,0
"gene-SAUSA300_RS08205",1,6,0,0,0,1
"gene-SAUSA300_RS08210",27,19,5,25,24,22
"gene-SAUSA300_RS08215",40,32,48,37,68,65
"gene-SAUSA300_RS08220",609,898,565,493,530,619
"gene-SAUSA300_RS08225",162,231,89,93,95,108
"gene-SAUSA300_RS08230",7029,6037,3978,3155,3227,3080
"gene-SAUSA300_RS08235",2,1,2,0,0,1
"gene-SAUSA300_RS08240",4256,4957,2633,2852,3280,3748
"gene-SAUSA300_RS08245",1350,1331,1041,893,2342,2537
"gene-SAUSA300_RS08250",71,86,24,44,42,45
"gene-SAUSA300_RS08255",9517,9326,5968,5353,5175,4930
"gene-SAUSA300_RS08260",18524,19675,6790,5701,7350,7362
"gene-SAUSA300_RS08265",48,54,27,29,7,15
"gene-SAUSA300_RS08270",338,360,228,178,77,102
"gene-SAUSA300_RS08275",331,501,300,287,174,137
"gene-SAUSA300_RS08280",3631,3569,951,802,763,778
"gene-SAUSA300_RS08285",3863,3825,1166,994,834,706
"gene-SAUSA300_RS08290",1391,1340,394,398,438,433
"gene-SAUSA300_RS08295",517,712,121,124,90,155
"gene-SAUSA300_RS08300",4565,4996,1779,1677,1823,1891
"gene-SAUSA300_RS08305",8699,9390,4592,4554,3262,3767
"gene-SAUSA300_RS08310",1719,1713,1373,1405,1160,1002
"gene-SAUSA300_RS08315",394,450,257,258,288,271
"gene-SAUSA300_RS08320",18332,20554,4158,4008,1568,1547
"gene-SAUSA300_RS08325",548,621,376,338,195,180
"gene-SAUSA300_RS08330",2125,2137,1613,1515,661,640
"gene-SAUSA300_RS08335",269,244,191,184,80,82
"gene-SAUSA300_RS08340",496,577,291,387,167,202
"gene-SAUSA300_RS08345",785,773,748,684,483,475
"gene-SAUSA300_RS08350",2787,2639,2808,2399,2330,2388
"gene-SAUSA300_RS08355",6238,7182,2536,2207,4207,4968
"gene-SAUSA300_RS08360",6953,7231,3065,2585,5008,5359
"gene-SAUSA300_RS08365",9885,10547,2953,2879,5743,6498
"gene-SAUSA300_RS08370",863,1009,381,300,426,390
"gene-SAUSA300_RS08375",7192,7233,1531,1399,1010,1023
"gene-SAUSA300_RS08380",1977,1718,396,335,250,248
"gene-SAUSA300_RS08385",2761,3043,369,246,250,309
"gene-SAUSA300_RS08390",10134,9022,901,784,714,638
"gene-SAUSA300_RS08395",38034,39214,3041,2660,3149,3288
"gene-SAUSA300_RS08400",10946,12088,671,681,509,566
"gene-SAUSA300_RS08405",9407,9861,502,545,450,494
"gene-SAUSA300_RS08410",759,829,225,197,118,152
"gene-SAUSA300_RS08420",5735,6114,3248,3038,1934,2110
"gene-SAUSA300_RS08425",9387,10604,3150,3133,3298,3513
"gene-SAUSA300_RS08430",538,830,294,321,239,271
"gene-SAUSA300_RS08435",209,220,171,167,199,197
"gene-SAUSA300_RS08440",740,797,246,224,225,252
"gene-SAUSA300_RS08445",222,260,72,77,32,31
"gene-SAUSA300_RS08450",2203,2443,609,553,326,354
"gene-SAUSA300_RS08455",186,187,57,67,61,54
"gene-SAUSA300_RS08460",1820,1820,422,442,442,488
"gene-SAUSA300_RS08465",2615,2441,662,566,493,552
"gene-SAUSA300_RS08470",9,3,2,1,0,0
"gene-SAUSA300_RS08475",1432,1349,430,305,330,306
"gene-SAUSA300_RS08480",1918,2086,530,510,351,331
"gene-SAUSA300_RS08485",1896,1975,482,400,311,333
"gene-SAUSA300_RS08490",1101,1442,340,252,167,229
"gene-SAUSA300_RS08500",22,26,15,19,10,13
"gene-SAUSA300_RS08505",58,99,25,26,25,26
"gene-SAUSA300_RS08510",441,569,145,140,138,155
"gene-SAUSA300_RS08515",234,314,1999,1793,5399,5813
"gene-SAUSA300_RS08520",127,139,1133,1046,3228,3146
"gene-SAUSA300_RS08525",226,227,1670,1623,5266,5515
"gene-SAUSA300_RS08530",153,97,555,563,1925,1843
"gene-SAUSA300_RS08535",102,84,622,512,1910,2126
"gene-SAUSA300_RS08540",109,108,666,594,2299,2266
"gene-SAUSA300_RS08545",307,300,81,68,81,95
"gene-SAUSA300_RS08550",1093,1226,218,187,187,259
"gene-SAUSA300_RS08555",3026,3132,700,577,630,590
"gene-SAUSA300_RS08560",1007,1016,229,224,181,217
"gene-SAUSA300_RS08565",662,766,166,83,135,91
"gene-SAUSA300_RS08570",606,824,459,374,402,472
"gene-SAUSA300_RS08575",1924,2092,1027,855,1085,1197
"gene-SAUSA300_RS08580",186,202,119,93,157,166
"gene-SAUSA300_RS08585",5887,6219,1291,1134,1856,2048
"gene-SAUSA300_RS08590",5272,5438,2338,2072,2272,2406
"gene-SAUSA300_RS08595",1009,1081,359,341,626,555
"gene-SAUSA300_RS08600",3638,4021,1514,1506,1323,1345
"gene-SAUSA300_RS08605",4154,4038,1870,1553,1257,1224
"gene-SAUSA300_RS08610",1500,1756,821,718,515,488
"gene-SAUSA300_RS08615",20,27,7,6,23,20
"gene-SAUSA300_RS08620",9897,11206,3144,3864,4696,5467
"gene-SAUSA300_RS08625",3120,3349,747,693,532,472
"gene-SAUSA300_RS08630",2996,3077,2431,2151,2576,2673
"gene-SAUSA300_RS08635",2021,2300,1141,904,704,770
"gene-SAUSA300_RS08640",0,0,0,0,4,0
"gene-SAUSA300_RS08645",6564,6628,964,932,1197,1232
"gene-SAUSA300_RS08650",4016,4120,548,499,494,496
"gene-SAUSA300_RS08655",2395,2704,391,413,920,1069
"gene-SAUSA300_RS08660",1153,1207,226,191,249,335
"gene-SAUSA300_RS08665",12484,12219,3349,2663,3082,3117
"gene-SAUSA300_RS08670",908,781,283,246,219,151
"gene-SAUSA300_RS08675",3816,4270,2009,1776,1539,1555
"gene-SAUSA300_RS08680",14481,15753,6110,5271,3278,3352
"gene-SAUSA300_RS08685",112,120,20,15,25,23
"gene-SAUSA300_RS08690",9786,10128,1373,1225,1169,1317
"gene-SAUSA300_RS08695",2236,2105,775,687,905,927
"gene-SAUSA300_RS08700",3137,2827,1242,1161,1648,1763
"gene-SAUSA300_RS08705",1350,1142,508,498,559,589
"gene-SAUSA300_RS08710",61,83,52,41,27,53
"gene-SAUSA300_RS08715",5171,4880,2663,2184,2078,2196
"gene-SAUSA300_RS08720",944,1199,386,273,393,427
"gene-SAUSA300_RS08725",1512,1490,457,413,436,491
"gene-SAUSA300_RS08730",1492,1548,423,356,362,410
"gene-SAUSA300_RS08735",116,142,66,48,32,70
"gene-SAUSA300_RS08740",1701,1998,837,706,782,819
"gene-SAUSA300_RS08745",9,10,1,2,2,5
"gene-SAUSA300_RS08750",567,637,236,247,367,387
"gene-SAUSA300_RS08755",49,71,25,19,34,24
"gene-SAUSA300_RS08760",18,2,54,54,44,54
"gene-SAUSA300_RS08765",20,25,77,74,348,317
"gene-SAUSA300_RS08775",2961,3566,861,718,788,842
"gene-SAUSA300_RS08780",10013,10253,3223,2695,2267,2491
"gene-SAUSA300_RS08785",1534,1694,326,333,374,406
"gene-SAUSA300_RS08790",857,1035,895,830,2487,2693
"gene-SAUSA300_RS08795",0,0,0,0,0,3
"gene-SAUSA300_RS08800",9622,9052,4038,3544,2445,2514
"gene-SAUSA300_RS08805",2600,2542,1251,1095,680,665
"gene-SAUSA300_RS08810",1877,1609,677,620,265,237
"gene-SAUSA300_RS08815",2966,3378,2296,1931,1116,1119
"gene-SAUSA300_RS08820",610,616,554,478,246,278
"gene-SAUSA300_RS08825",23983,24371,34867,32528,25349,26782
"gene-SAUSA300_RS08830",910,1121,372,356,258,293
"gene-SAUSA300_RS08835",12097,14348,2758,2390,1492,1666
"gene-SAUSA300_RS08840",34330,35323,8892,7674,4678,4530
"gene-SAUSA300_RS08845",0,0,0,0,0,0
"gene-SAUSA300_RS08850",2581,3113,606,448,324,343
"gene-SAUSA300_RS08855",2907,2514,428,383,265,262
"gene-SAUSA300_RS08865",520,595,362,307,246,283
"gene-SAUSA300_RS08870",5692,4546,1809,1672,1257,1155
"gene-SAUSA300_RS08875",22541,19441,12577,9912,7087,6121
"gene-SAUSA300_RS08880",3181,3487,521,380,315,274
"gene-SAUSA300_RS08885",12231,13142,2857,2477,3037,3214
"gene-SAUSA300_RS08890",9116,9385,1869,1749,1819,1855
"gene-SAUSA300_RS08895",2573,2321,1452,1195,1213,1365
"gene-SAUSA300_RS08900",2509,2348,1752,1485,1440,1395
"gene-SAUSA300_RS08905",3955,3621,2574,2146,2363,2240
"gene-SAUSA300_RS08910",539,604,4834,4109,7317,7441
"gene-SAUSA300_RS08915",3076,2900,1064,859,969,853
"gene-SAUSA300_RS08920",1150,1147,381,345,296,336
"gene-SAUSA300_RS08925",5815,6482,2099,1808,1402,1514
"gene-SAUSA300_RS08930",361,338,171,160,235,224
"gene-SAUSA300_RS08935",2463,2520,3569,3239,5139,5499
"gene-SAUSA300_RS08940",1115,1090,1232,1082,3655,3806
"gene-SAUSA300_RS08950",2503,2452,4642,4020,22657,23304
"gene-SAUSA300_RS08955",1338,1381,1870,1629,10020,10679
"gene-SAUSA300_RS08960",27342,27321,12195,10368,11828,11660
"gene-SAUSA300_RS08975",21671,23577,4823,4376,3214,3466
"gene-SAUSA300_RS08980",24782,24710,2537,2105,1931,1994
"gene-SAUSA300_RS08985",4438,4339,597,581,912,1014
"gene-SAUSA300_RS08990",1732,1922,407,363,493,636
"gene-SAUSA300_RS08995",4491,5116,1058,1014,1391,1406
"gene-SAUSA300_RS09000",5245,5517,3491,3185,2971,2969
"gene-SAUSA300_RS09005",1993,2108,1460,1221,919,860
"gene-SAUSA300_RS09010",3649,3333,2822,2327,1392,1308
"gene-SAUSA300_RS09015",5524,6137,3669,3023,6389,6433
"gene-SAUSA300_RS09020",2667,2688,2819,2435,2814,3122
"gene-SAUSA300_RS09025",2996,2990,1179,1107,1917,1925
"gene-SAUSA300_RS09030",0,9,8,2,7,8
"gene-SAUSA300_RS09035",962,965,6948,6274,9057,9674
"gene-SAUSA300_RS09040",4558,5266,8563,7306,6617,6911
"gene-SAUSA300_RS09045",12438,13748,6652,5692,1712,1833
"gene-SAUSA300_RS09050",1874,2049,1398,1203,832,885
"gene-SAUSA300_RS09055",6925,8287,2581,2326,1768,1830
"gene-SAUSA300_RS09060",969,861,241,204,229,201
"gene-SAUSA300_RS09065",2271,2161,525,433,205,218
"gene-SAUSA300_RS09070",676,700,227,199,74,71
"gene-SAUSA300_RS09075",0,3,1,1,0,0
"gene-SAUSA300_RS09080",14564,16421,9066,7807,6241,5976
"gene-SAUSA300_RS09085",3140,3197,301,349,377,300
"gene-SAUSA300_RS09090",13167,16721,5326,4835,3143,3382
"gene-SAUSA300_RS09100",378,416,118,151,212,183
"gene-SAUSA300_RS09105",1051,1313,890,728,555,595
"gene-SAUSA300_RS09110",516,609,226,203,561,472
"gene-SAUSA300_RS09115",808,836,345,291,909,871
"gene-SAUSA300_RS09120",0,0,0,0,0,0
"gene-SAUSA300_RS09125",1023,1144,496,438,557,634
"gene-SAUSA300_RS09130",3382,3900,2092,1914,1169,1304
"gene-SAUSA300_RS09135",3569,4156,2241,2296,1212,1284
"gene-SAUSA300_RS09140",6227,7142,1847,1485,1820,1874
"gene-SAUSA300_RS09145",5047,5214,1185,993,652,674
"gene-SAUSA300_RS09150",848,849,677,625,502,508
"gene-SAUSA300_RS09155",0,0,0,0,0,0
"gene-SAUSA300_RS09160",12498,12340,8735,7683,6393,6487
"gene-SAUSA300_RS09165",9027,8912,11147,9880,13643,14064
"gene-SAUSA300_RS09170",271,237,2772,2231,5933,5771
"gene-SAUSA300_RS09175",65,68,514,465,480,507
"gene-SAUSA300_RS09180",124,120,1131,1086,1289,1236
"gene-SAUSA300_RS09185",11733,11514,8091,7279,5855,5982
"gene-SAUSA300_RS09190",2,0,0,1,0,3
"gene-SAUSA300_RS09195",7653,9033,3495,3085,3674,3866
"gene-SAUSA300_RS09200",6,7,0,3,2,0
"gene-SAUSA300_RS09205",15166,15610,8974,8712,7593,7717
"gene-SAUSA300_RS09210",5038,6189,4295,3356,3582,3547
"gene-SAUSA300_RS09215",7213,8266,3385,3290,2679,2950
"gene-SAUSA300_RS09220",21789,20811,7228,6410,7035,7158
"gene-SAUSA300_RS09225",829,878,360,368,325,316
"gene-SAUSA300_RS09230",1833,2032,793,657,674,646
"gene-SAUSA300_RS09235",319,454,175,142,179,209
"gene-SAUSA300_RS09240",6890,6443,3699,3342,3120,2971
"gene-SAUSA300_RS09245",500,862,341,463,360,547
"gene-SAUSA300_RS09250",1187,1202,758,677,716,686
"gene-SAUSA300_RS09255",2850,2956,1413,1300,1307,1309
"gene-SAUSA300_RS09260",6274,6396,4366,3624,3352,3325
"gene-SAUSA300_RS09265",4925,5634,2715,2198,3298,3618
"gene-SAUSA300_RS09270",5681,5817,2948,2479,4718,4725
"gene-SAUSA300_RS09275",5245,5541,3069,2883,3359,3329
"gene-SAUSA300_RS09280",2654,3363,479,478,304,419
"gene-SAUSA300_RS09285",2256,2689,635,542,380,406
"gene-SAUSA300_RS09290",1487,1555,1093,915,940,1007
"gene-SAUSA300_RS09295",644,628,412,438,423,441
"gene-SAUSA300_RS09300",810,811,155,154,178,175
"gene-SAUSA300_RS09305",9274,9438,1600,1404,1452,1509
"gene-SAUSA300_RS09310",1344,1479,475,432,270,302
"gene-SAUSA300_RS09315",1377,1559,276,198,206,190
"gene-SAUSA300_RS09320",993,1096,196,138,123,153
"gene-SAUSA300_RS09325",1555,2467,1900,1915,3528,4487
"gene-SAUSA300_RS09340",2453,3026,1111,1000,1370,1510
"gene-SAUSA300_RS09345",0,0,0,1,0,0
"gene-SAUSA300_RS09350",946,1014,6288,5707,5422,5723
"gene-SAUSA300_RS09355",183,203,243,182,104,105
"gene-SAUSA300_RS09360",1360,1230,804,715,249,304
"gene-SAUSA300_RS09365",461,445,276,222,67,67
"gene-SAUSA300_RS09370",989,911,602,545,194,213
"gene-SAUSA300_RS09375",547,596,427,378,556,588
"gene-SAUSA300_RS09380",19,10,18,14,24,11
"gene-SAUSA300_RS09385",195,228,237,200,208,271
"gene-SAUSA300_RS09390",34,53,34,49,22,54
"gene-SAUSA300_RS09395",4509,5030,1819,1739,1630,1851
"gene-SAUSA300_RS09400",346,385,189,177,131,149
"gene-SAUSA300_RS09405",164,243,115,129,261,339
"gene-SAUSA300_RS09410",33,86,26,50,73,104
"gene-SAUSA300_RS09415",336,523,59,55,51,96
"gene-SAUSA300_RS09420",105,116,86,97,105,121
"gene-SAUSA300_RS09425",13833,13534,3102,2796,2012,1735
"gene-SAUSA300_RS09430",119,128,14,27,15,7
"gene-SAUSA300_RS09435",93,81,25,14,37,39
"gene-SAUSA300_RS09440",5,34,6,6,1,4
"gene-SAUSA300_RS09455",1304,1422,720,697,943,961
"gene-SAUSA300_RS09460",4897,6962,2453,2539,1275,1490
"gene-SAUSA300_RS09465",7593,7532,766,632,683,657
"gene-SAUSA300_RS09470",530,541,11725,9947,25567,26495
"gene-SAUSA300_RS09475",4,2,2,7,3,3
"gene-SAUSA300_RS09480",453,439,211,187,304,257
"gene-SAUSA300_RS09485",65,58,28,30,90,108
"gene-SAUSA300_RS09490",730,842,296,232,158,178
"gene-SAUSA300_RS09495",597,626,393,319,470,538
"gene-SAUSA300_RS09500",1121,1080,657,552,910,1016
"gene-SAUSA300_RS09505",72,110,154,174,70,96
"gene-SAUSA300_RS09510",8597,7678,26618,23601,50980,47632
"gene-SAUSA300_RS09515",2949,3268,11542,9987,20740,22059
"gene-SAUSA300_RS09520",166,146,294,242,389,416
"gene-SAUSA300_RS09525",13,25,42,37,42,47
"gene-SAUSA300_RS09530",99,158,245,179,285,271
"gene-SAUSA300_RS09535",216,240,156,215,193,322
"gene-SAUSA300_RS09540",0,0,0,0,0,0
"gene-SAUSA300_RS09545",0,0,0,0,0,0
"gene-SAUSA300_RS09550",684,681,460,495,534,509
"gene-SAUSA300_RS09560",603,603,273,257,212,238
"gene-SAUSA300_RS09565",0,0,0,0,0,0
"gene-SAUSA300_RS09570",236,387,39,98,72,71
"gene-SAUSA300_RS09575",1635,2232,396,439,528,571
"gene-SAUSA300_RS09580",1496,1583,556,509,498,611
"gene-SAUSA300_RS09585",485,476,225,216,202,207
"gene-SAUSA300_RS09590",0,0,0,0,0,0
"gene-SAUSA300_RS09595",32,42,341,351,929,888
"gene-SAUSA300_RS09600",29,39,538,481,1500,1586
"gene-SAUSA300_RS09605",12,17,228,197,666,676
"gene-SAUSA300_RS09610",40,15,438,363,1218,1318
"gene-SAUSA300_RS09615",23,32,579,561,1595,1734
"gene-SAUSA300_RS09620",13,20,560,491,2022,2091
"gene-SAUSA300_RS09630",36,34,256,237,8098,8332
"gene-SAUSA300_RS09640",97,93,131,170,142,180
"gene-SAUSA300_RS09645",260,247,472,334,605,764
"gene-SAUSA300_RS09650",122,137,160,147,186,176
"gene-SAUSA300_RS09655",16,15,10,17,22,28
