"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"SAUSA300_RS10965",17627,20072,19631,18480,22497,16380,15857,23474,22740,16576,18360,20043
"SAUSA300_RS10970",955,1003,1105,670,1017,706,678,940,1005,898,846,1024
"SAUSA300_RS10975",55,67,69,57,87,42,57,97,64,40,50,66
"SAUSA300_RS10980",22,14,36,21,32,15,15,34,30,22,15,37
"SAUSA300_RS10985",86,74,114,64,93,66,85,148,80,66,69,105
"SAUSA300_RS10990",3993,4683,4307,3086,3942,2775,2539,4410,3912,3655,4479,4724
"abc-f",2092,2159,2582,1672,2066,1441,1483,2170,1870,1870,2073,2559
"SAUSA300_RS11000",1,3,2,2,1,3,0,4,0,3,1,0
"SAUSA300_RS11005",753,834,803,556,871,556,704,916,634,597,667,742
"tsaD",4909,4975,4734,3990,5227,3453,3781,5594,4705,4675,5248,5421
"rimI",1160,1265,1110,1125,1216,816,1036,1448,1276,1080,1264,1229
"tsaB",1093,984,928,807,1201,765,788,1223,1036,1032,1025,1202
"tsaE",597,547,430,340,498,367,343,512,346,397,446,552
"SAUSA300_RS11030",0,0,0,0,0,0,0,0,1,0,0,0
"ilvD",1231,974,1578,719,794,656,783,1022,749,995,1031,1615
"ilvB",1736,1597,2478,968,1151,918,1254,1752,1288,1578,1721,2534
"SAUSA300_RS11045",147,126,195,57,86,66,85,99,77,107,91,172
"ilvC",1264,1183,1703,870,989,636,936,1337,1046,1220,973,1691
"SAUSA300_RS11055",1959,1540,2596,1303,1622,931,1530,2027,1603,1785,1491,2507
"leuB",1125,986,1428,638,753,573,1022,1118,861,924,1015,1402
"leuC",1063,981,1526,653,794,529,812,1095,898,993,935,1451
"leuD",518,438,646,314,385,275,413,434,445,448,360,566
"ilvA",763,618,955,426,538,370,576,797,633,707,577,1046
"SAUSA300_RS11110",909,991,929,767,887,617,543,997,1025,828,988,1046
"SAUSA300_RS11115",3830,3752,3986,3100,3952,2848,2822,4455,3527,3455,3819,4226
"sigB",21286,21087,29846,19969,26531,18796,19427,28984,26841,16204,20956,26857
"rsbW",7891,8333,10139,7705,10013,6949,7612,10713,8612,5931,8319,9350
"SAUSA300_RS11130",3533,3666,4302,3537,4859,3599,3637,5214,4832,2877,3501,4261
"SAUSA300_RS11135",2772,2540,3174,1827,2356,1793,1920,2419,2081,2298,2432,3185
"SAUSA300_RS11145",966,963,1033,722,1018,673,694,1184,1112,898,950,957
"mazE",695,611,753,389,574,373,409,785,466,573,556,793
"alr",8824,8031,8742,7579,9868,6372,7138,10362,8277,8577,7686,9869
"acpS",2428,2369,2329,1893,2415,1666,1764,2812,2362,2283,2136,2729
"SAUSA300_RS11165",2733,2898,2821,2602,2963,2072,2261,2988,2855,2720,2763,3103
"SAUSA300_RS11170",5479,5324,5901,5077,6157,4283,4855,6720,5032,5599,5438,7017
"SAUSA300_RS11175",586,518,499,440,516,424,445,643,474,527,511,634
"SAUSA300_RS11180",227,230,272,201,196,172,136,207,184,180,160,278
"kdpB",898,832,947,732,769,664,561,830,754,817,681,1031
"kdpA",332,299,360,245,288,205,229,322,244,312,218,407
"kdpF",0,0,0,0,0,0,0,0,0,0,0,1
"SAUSA300_RS11200",2752,2442,2355,1418,1973,1181,1416,1908,1304,1907,2353,2663
"SAUSA300_RS11205",732,795,718,394,552,278,336,521,498,459,656,713
"SAUSA300_RS11210",9237,8106,9625,4503,5024,4241,4464,5463,5440,7599,9187,11263
"SAUSA300_RS11215",14563,14829,14902,14791,18934,12559,12231,19784,18018,14376,13625,16462
"SAUSA300_RS11220",5573,5743,5699,6030,7562,5175,4675,7822,6937,5481,4953,5972
"SAUSA300_RS11225",4777,5333,5110,5039,7415,4291,4903,7161,4680,4818,4571,5430
"SAUSA300_RS11230",5016,4495,6331,3830,6481,4007,2140,7078,2997,4231,3090,4885
"SAUSA300_RS11235",179,211,215,264,326,190,158,320,409,173,187,227
"csoR",135,189,226,148,215,152,121,243,428,148,116,171
"cls_2",6467,6718,7562,6275,8231,5919,5871,8860,6274,6036,6463,7949
"SAUSA300_RS11250",2893,3006,2917,1970,2932,1933,2071,3262,2426,2553,2679,3382
"yidC",17467,17222,18433,14486,16520,12378,12950,17830,12499,16955,17267,20874
"thiE",296,267,374,230,309,218,225,365,330,281,334,313
"thiM",338,406,401,269,314,241,209,420,379,326,366,418
"thiD_2",155,205,184,146,178,104,108,184,172,143,195,167
"tenA",46,56,40,17,37,35,39,65,33,50,49,48
"sceD",19,11,36,42,34,36,45,61,50,14,34,42
"SAUSA300_RS11300",2502,2244,2691,2758,3102,2436,2684,3498,3388,2096,1997,2794
"SAUSA300_RS11305",769,700,710,801,1212,679,777,1274,1112,791,733,636
"fabZ",2408,2218,2949,1957,2808,2179,2009,3166,2825,1727,1898,2703
"murA",13565,13224,15947,12329,16479,12932,12136,18537,13763,8915,10966,13991
"SAUSA300_RS11320",1104,760,1085,623,1187,795,775,1266,479,676,654,925
"SAUSA300_RS11325",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS11330",14138,15056,16653,11223,13082,11146,10631,16858,13597,14006,13162,18819
"atpD",75697,83618,91975,66249,76024,64784,67454,89987,73626,73992,76607,104422
"SAUSA300_RS11340",40484,42892,47784,32852,37423,32200,31394,46047,41085,38769,39587,55495
"atpA",65621,68906,77607,56871,61093,53222,55439,73758,67573,63199,65385,91524
"SAUSA300_RS11350",21727,23246,24810,17669,19711,17437,17132,24263,20222,22047,20277,30157
"SAUSA300_RS11355",25300,26178,29627,22784,24081,21213,19872,28868,27437,24291,24882,34186
"atpE",5199,6121,6408,4320,4324,3839,3184,5435,6747,4697,5388,6815
"atpB",49720,50775,58014,42593,45157,38465,41574,53824,46596,47262,48260,64284
"SAUSA300_RS11370",9589,8617,11156,7071,8458,6557,7075,10627,9292,8516,7906,12288
"wecB",70398,71140,78866,65584,68120,58907,59869,77710,68953,64698,62689,81593
"upp",27129,28074,32519,27519,28777,24550,24546,32483,30349,24660,24480,31458
"SAUSA300_RS11385",79466,83785,91132,84305,85405,76715,64480,96181,87720,65916,70189,86397
"SAUSA300_RS11390",36526,43297,43379,46328,41595,39433,41319,46393,43281,31492,36802,40324
"SAUSA300_RS11395",854,977,849,440,662,428,508,749,493,738,967,1076
"SAUSA300_RS11400",1761,1990,1755,942,1358,796,910,1495,1126,1567,1916,2084
"prmC",3154,3014,3289,1565,1825,1428,1535,2255,1749,2677,3272,4154
"prfA",3933,3967,4553,2446,2702,2249,2194,3315,2629,3698,4548,5485
"SAUSA300_RS11415",2106,2047,2082,1247,1582,1250,1188,1543,1235,1865,2239,2268
"SAUSA300_RS11420",2972,2460,3745,2121,2886,2022,2108,3447,2936,2568,2919,4080
"rho",13826,14756,14316,11446,12151,10309,10358,14859,14838,12541,14908,15874
"SAUSA300_RS11430",27353,29230,35217,45757,60472,39985,38848,60127,52259,22622,21985,31420
"SAUSA300_RS11435",5459,5298,5507,4744,5435,3769,4602,6447,5031,4659,4667,5551
"SAUSA300_RS11440",11715,12813,12103,9278,10574,8162,8212,11774,10783,10154,10819,12605
"SAUSA300_RS11445",40149,38735,47528,30318,36248,28760,30791,42407,39810,33261,39211,46772
"SAUSA300_RS11450",535,528,542,334,409,295,289,557,344,492,580,646
"SAUSA300_RS11455",3953,4214,5494,1794,1972,1730,1502,2367,2150,3231,5156,6273
"rpoE",2258,2556,2742,1157,1433,1162,756,1796,2042,1850,2270,2742
"SAUSA300_RS11465",5548,5437,6454,2903,3506,2876,2621,4262,3716,4197,5014,6561
"coaW",2458,2426,2983,1897,2298,1874,1694,2444,2170,2152,2664,3046
"SAUSA300_RS11480",866,813,877,667,893,544,511,1045,949,766,840,927
"SAUSA300_RS11485",1156,1131,1232,957,1370,783,941,1483,1192,1098,1092,1369
"SAUSA300_RS11490",686,789,708,615,824,486,515,885,824,683,631,711
"SAUSA300_RS11495",4500,4490,4473,4111,5639,3796,3696,6240,5214,4176,4329,4761
"SAUSA300_RS11500",14439,12385,15188,10117,12593,9252,9396,13858,11456,11984,11255,14082
"SAUSA300_RS11505",52325,52633,57969,36930,41174,35182,27971,43245,43778,41407,49839,51161
"deoC_2",18240,18304,20711,13207,14242,12859,9715,15068,15500,14196,18209,18294
"deoD_2",26176,23585,25106,13783,20391,11809,14705,21521,15758,21725,27176,27899
"SAUSA300_RS11525",5251,5436,6772,6365,9496,6448,7026,11333,9065,4748,4868,7045
"SAUSA300_RS11530",1416,1565,2005,1670,2365,1809,1366,2591,2310,1021,1148,1887
"SAUSA300_RS11535",3955,4124,3758,3840,5424,3010,3374,5410,4002,3630,3959,3934
"SAUSA300_RS11540",259,284,337,196,360,220,225,347,191,226,298,415
"SAUSA300_RS11545",3190,3758,3532,3198,3975,2709,2917,4126,3140,2890,3556,4130
"SAUSA300_RS11550",3704,4407,5738,5246,6295,4978,3683,6807,7095,2814,3325,4749
"czrA",1137,1187,1490,1148,1397,911,1007,1580,1305,1176,873,1383
"czrB",7735,7364,10291,6414,7791,5315,5645,8683,6458,7360,5744,9877
"SAUSA300_RS11565",9523,7265,9063,8049,12534,6844,7889,14882,6561,9499,7037,10476
"SAUSA300_RS16020",30,24,40,32,36,22,7,58,56,24,25,38
"SAUSA300_RS11570",242,108,373,117,239,113,72,278,202,289,131,278
"SAUSA300_RS15820",257,419,229,166,255,167,136,241,328,198,302,256
"SAUSA300_RS11580",709,579,615,405,690,397,415,757,206,630,492,693
"SAUSA300_RS11585",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS16025",10,11,15,3,6,8,1,5,0,6,4,8
"SAUSA300_RS11590",2803,3051,3134,2491,3708,2334,2574,4167,3365,2881,2807,3132
"SAUSA300_RS11595",996,1106,1247,1087,1436,885,869,1423,1184,1124,874,1253
"glmS",47181,71593,87071,29022,43339,36469,25994,48438,50350,46012,36827,81547
"SAUSA300_RS11605",642,704,806,706,942,673,642,940,939,652,674,916
"SAUSA300_RS11610",7302,8168,10958,10156,12736,10126,7583,14045,11822,5817,6594,10582
"SAUSA300_RS11615",5216,6624,7963,8429,10403,8496,5708,11203,10487,4428,5049,8027
"SAUSA300_RS11620",9918,10045,13893,13321,18920,13724,11609,20980,16433,8530,7938,14680
"fmtB",4195,4245,3877,4019,4974,3401,3682,5089,4383,3788,4022,4084
"glmM",23771,25636,26647,19709,25472,18878,15775,28909,26492,22729,22427,28292
"SAUSA300_RS11635",10949,10593,11744,9674,12601,9032,8882,13952,11394,10201,8926,12869
"cdaA",12973,13730,13528,12435,15101,11712,10508,16740,14273,12265,11632,14691
"rocF",8213,8084,8084,11337,15974,9786,8387,16408,15404,8070,7085,8049
"SAUSA300_RS11650",327,298,357,245,286,271,198,388,377,347,277,395
"SAUSA300_RS15540",0,0,4,0,0,1,0,0,6,0,1,0
"SAUSA300_RS11700",3,1,2,6,0,1,6,2,0,2,0,3
"SAUSA300_RS11705",5061,5516,5492,4627,5699,4066,3644,6185,5892,4746,5132,5459
"lmrS",2666,2989,3199,3843,4832,3289,3219,5127,3964,2657,2580,3521
"sepA",1571,1463,1619,1281,1384,1014,1011,1470,1016,1416,1500,1704
"SAUSA300_RS11720",2176,1791,2334,1492,2166,1321,1526,2256,1597,2057,1643,2412
"SAUSA300_RS11725",6388,6726,7066,5801,7403,4777,5531,8067,6071,6144,5900,7322
"SAUSA300_RS11730",14481,17442,15221,15235,18450,12196,13055,21042,19807,13555,13286,15725
"SAUSA300_RS11735",3368,3917,3531,4162,4697,3331,3846,5333,4700,2683,3381,3592
"SAUSA300_RS11740",3107,2429,2750,2091,2811,1961,2156,2394,2641,2805,2231,2677
"SAUSA300_RS11745",5687,6558,10388,4000,5580,4144,4081,5485,6222,5740,6082,10564
"SAUSA300_RS11750",743,680,772,550,657,403,499,721,526,730,675,881
"SAUSA300_RS11755",616,581,637,362,500,316,384,611,416,579,633,763
"SAUSA300_RS11760",1809,1839,2107,1063,1697,1095,920,1793,1421,1993,1847,2825
"SAUSA300_RS11765",0,0,0,0,0,0,0,0,0,0,0,0
"sfaC",2782,3090,3600,3012,4010,2990,2792,4914,3570,2112,2060,3326
"sfaB",6427,6635,7766,8886,11425,7950,7767,12739,9539,4797,4598,6852
"sfaA",472,507,401,329,530,267,326,501,349,416,524,633
"sfaD",6046,5474,5829,3939,5208,3537,3745,5308,4489,5121,5412,6414
"SAUSA300_RS15545",7,19,5,2,10,3,3,9,11,1,5,17
"SAUSA300_RS11805",381626,349259,492237,436650,536993,409471,370000,601115,581526,278865,284445,453099
"SAUSA300_RS11810",61455,56714,75341,71697,91876,65613,81404,102863,75068,42917,38989,67090
"amaP",334825,349756,396008,440710,519151,380505,425011,562177,518957,225597,242520,368595
"SAUSA300_RS11820",33270,30517,49224,48327,60638,44368,42721,59973,45106,26964,24620,50313
"SAUSA300_RS11825",1474,1549,2008,1859,2681,1874,1586,2456,2009,1487,1483,1841
"SAUSA300_RS11830",17334,17419,19407,21708,26345,18445,16694,25679,24170,17322,16100,17973
"SAUSA300_RS11835",1835,2082,2050,1797,2065,1635,1315,2137,2442,1792,1553,2062
"lacG",646,566,646,485,598,443,485,607,606,562,534,697
"SAUSA300_RS11845",488,425,543,432,518,394,335,501,528,406,401,604
"SAUSA300_RS11850",28,40,23,25,18,31,18,26,24,16,22,35
"lacD",96,111,108,124,117,98,90,112,110,103,95,133
"lacC",65,58,82,54,61,62,67,60,92,61,37,95
"lacB",20,20,54,48,28,31,23,14,19,35,14,57
"lacA",12,19,24,7,13,2,3,15,19,9,3,20
"SAUSA300_RS11875",2860,3228,3085,2193,3076,2062,1758,3175,2859,2480,3168,3163
"SAUSA300_RS11880",1938,2029,2028,1573,2332,1369,1467,2391,2016,1582,1831,1877
"SAUSA300_RS11885",0,0,2,0,1,3,1,5,0,2,0,4
"SAUSA300_RS11890",43,15,27,22,31,19,30,41,1,21,17,33
"SAUSA300_RS16030",10,30,13,5,16,11,14,40,16,19,10,14
"SAUSA300_RS11895",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS11900",2745,2860,2779,3601,4675,3004,3184,4915,3832,2932,2480,3209
"SAUSA300_RS11905",228,245,245,227,340,195,229,321,245,282,151,260
"SAUSA300_RS11910",9,16,10,10,8,8,4,10,7,5,7,7
"hysA",641,631,792,688,1004,671,682,1079,873,518,495,694
"SAUSA300_RS11920",1481,1875,1797,1478,1768,1282,1292,1924,1539,1323,1618,1749
"SAUSA300_RS11925",1421,1380,1613,1373,1756,1203,1225,1899,1463,1228,1225,1512
"SAUSA300_RS11930",97022,106211,124860,222737,248537,188149,195873,248227,243515,91362,67036,113341
"budA_1",380,386,447,351,422,322,277,449,353,321,393,486
"alsS",910,1057,1167,1054,1349,897,964,1362,1202,929,916,1261
"SAUSA300_RS11945",11,15,9,4,15,5,10,5,4,10,6,8
"SAUSA300_RS11950",13,9,11,7,12,7,14,13,4,6,1,14
"SAUSA300_RS11955",3309,2204,3584,1486,2445,1626,1707,2727,1009,2460,2153,3617
"SAUSA300_RS11960",3315,2692,3674,1763,2384,1952,1774,2822,1921,2517,2470,3953
"SAUSA300_RS11965",3205,3851,4061,2379,2503,2421,1976,3158,3180,2658,3642,4073
"SAUSA300_RS11975",981,1041,1145,660,752,652,683,886,705,756,996,1139
"rpsI",5654,6570,8476,3366,3864,3267,3159,4671,4025,4827,7706,9205
"rplM",7873,8425,10675,4940,5469,4613,4448,6201,5919,6567,9764,11359
"truA",2504,2616,2889,2164,2598,1919,1800,2810,2846,2495,2564,3409
"SAUSA300_RS12000",2068,2032,2265,1646,1957,1467,1517,2147,1739,1790,2117,2558
"SAUSA300_RS12005",1879,1753,1960,1462,1906,1281,1506,2005,1457,1731,1832,2038
"SAUSA300_RS12010",915,947,944,747,1024,774,733,1042,838,917,1019,1065
"rplQ",6575,5987,7285,5595,6155,4546,6350,7198,6218,6178,5527,8115
"SAUSA300_RS12020",29944,26009,31982,24668,27180,21907,24225,31858,28910,27875,24311,36751
"rpsK",10999,9001,11750,9087,10274,7854,8642,11837,11598,10121,8587,13408
"rpsM",15316,16667,16606,13652,13965,11305,13234,16473,16431,13735,14083,19029
"rpmJ",111,116,116,131,131,105,41,153,227,132,112,133
"infA",3860,2715,4247,3051,3650,2780,3006,4400,3324,3851,2806,4735
"SAUSA300_RS12045",15023,13815,16465,14581,15448,11875,14628,17729,15696,14628,13256,18348
"secY",34301,31401,36649,30884,33509,25951,30635,38854,32760,32153,29214,42335
"rplO",7238,6684,8042,5238,5475,5046,4749,7153,6847,6435,5749,9062
"rpmD",805,776,895,622,565,504,581,629,616,722,681,992
"rpsE",13591,12013,15870,10005,9164,9139,10277,11370,10199,11753,11100,18025
"rplR",5280,4109,5758,3569,3288,3218,3528,4133,4056,4413,3735,6869
"rplF",6342,4596,7050,4407,4226,3650,4217,5182,4821,5514,4401,8438
"rpsH",7671,7497,8883,5352,4811,4663,5607,6216,6278,6628,6381,10460
"SAUSA300_RS12085",1776,1772,2022,1192,1024,1086,1153,1377,1375,1385,1429,2286
"rplE",10096,7804,11140,7117,6603,6312,6857,7855,7480,8874,7512,13859
"rplX",6337,6071,7079,4746,3800,3672,4815,4934,4780,5602,4998,8066
"rplN",8515,7259,9493,6359,5298,5180,6341,6723,5744,7444,6773,11242
"rpsQ",5416,4687,5509,3220,3049,2639,3164,3910,3084,4255,3682,6731
"rpmC",2284,1934,2571,1315,1306,1160,1298,1737,1713,1939,1561,2944
"rplP",12742,10446,14468,9502,8216,7632,8811,10454,8761,11281,10395,17727
"rpsC",13497,11320,15316,8920,8384,7440,8548,10646,8746,11946,10538,19068
"rplV",9538,7925,11353,6913,5910,5227,6570,7610,8111,7782,7567,13491
"rpsS",3555,3473,4326,2251,1983,1825,1585,2799,3063,2955,3196,5037
"rplB",29602,25801,34552,21223,18754,17807,19366,23852,19053,27015,25555,43096
"rplW",7210,7057,8303,5576,4462,4361,5021,5566,5440,6127,6599,10299
"rplD",14843,12075,17672,10865,9818,9538,10098,11998,10234,13585,12774,22129
"rplC",15367,13594,18927,12125,10568,10467,11259,12308,10000,13694,13973,22795
"rpsJ",3882,3638,5243,2811,2596,2594,2487,3257,3144,3521,3724,5905
"SAUSA300_RS12160",5595,5221,5647,5092,7860,4550,5032,8332,3438,5448,3583,5983
"SAUSA300_RS12165",9284,10058,10590,8340,9856,7926,7358,11897,10530,9091,9886,12509
"SAUSA300_RS12170",6316,6733,6443,6899,8307,5452,5722,8176,7178,6093,5678,6679
"SAUSA300_RS12175",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS12180",2240,2400,2058,1849,2674,1486,1885,2683,2065,1842,2030,2176
"SAUSA300_RS12185",3148,3015,3034,2631,3306,2278,2544,3481,2746,2912,2778,3654
"SAUSA300_RS12190",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS12195",700,669,627,582,802,514,619,955,624,707,719,704
"SAUSA300_RS12200",160,167,172,101,198,106,105,200,130,221,172,193
"mspA",978,1261,1023,702,1053,671,607,1348,1271,911,997,1340
"SAUSA300_RS12210",14379,15689,16103,13781,18900,11682,12420,18991,14659,16000,13651,18116
"femX",6076,6695,6749,4995,6349,4385,4536,6941,6272,5541,6404,7497
"SAUSA300_RS12220",121,66,130,105,151,102,125,159,61,99,94,149
"SAUSA300_RS12225",927,1074,1039,704,877,609,588,1004,900,759,898,1050
"SAUSA300_RS12230",159,164,197,116,120,103,90,108,111,156,118,238
"SAUSA300_RS12235",415,411,487,301,332,190,254,340,271,407,352,547
"sarV",31,44,35,20,29,21,22,32,21,33,19,47
"SAUSA300_RS12245",1,1,0,0,0,2,0,0,0,0,0,0
"moaA",6877,7488,7346,6373,8222,5628,5422,9235,8172,6311,6513,7809
"mobA",2681,2495,2910,2267,3289,2077,2374,3504,2694,2487,2239,3149
"moaD",769,731,822,607,764,489,633,878,686,691,627,892
"SAUSA300_RS12275",2076,2156,2127,1692,2071,1497,1503,2317,2479,1954,1837,2239
"mobB",1258,1328,1241,972,1163,866,743,1342,1413,1056,1171,1357
"SAUSA300_RS12285",5295,6140,5746,4656,5538,4066,3842,5984,5899,4897,5422,6135
"moaC",2846,3048,2891,3473,4411,2683,3141,4654,3474,2764,2917,3011
"SAUSA300_RS12295",1434,1535,1483,1276,1341,1050,1072,1498,1290,1313,1418,1613
"SAUSA300_RS12300",1638,1775,1599,1289,1795,1144,1244,1922,1605,1443,1660,1915
"SAUSA300_RS12305",1686,1675,1884,1255,1822,1144,1362,2169,1615,1676,1565,2109
"modB",3120,3105,3210,2339,3291,2081,2673,3663,2487,2892,2853,3378
"modA",3885,3875,4202,2563,3922,2485,2459,4286,3173,3698,3651,4295
"fdhD",1233,1059,966,1145,1942,892,1283,1663,1111,1320,1066,1140
"SAUSA300_RS12325",409,404,496,392,481,365,385,575,498,455,397,530
"SAUSA300_RS12330",271,394,375,328,355,273,305,433,286,300,306,412
"SAUSA300_RS12335",182,199,194,160,213,170,103,210,174,179,202,213
"SAUSA300_RS12340",378,439,561,327,339,264,212,411,468,385,464,639
"SAUSA300_RS12345",2436,2700,3180,2211,2240,2224,1418,2934,3674,1786,2120,3126
"yut",204,194,211,166,235,90,161,294,158,211,106,207
"SAUSA300_RS12355",23,21,12,27,32,11,16,34,19,27,14,25
"SAUSA300_RS12360",111,151,85,92,130,73,88,119,103,106,81,115
"ureC",1042,1061,1030,995,1389,775,1032,1510,843,1159,822,1216
"ureE",308,259,302,222,395,247,278,389,291,354,205,325
"SAUSA300_RS12375",522,547,529,500,699,356,527,738,480,531,412,611
"ureG",582,674,645,625,904,471,641,920,648,687,574,775
"SAUSA300_RS12385",712,666,728,711,1020,574,810,1151,747,824,633,842
"sarR",10289,8424,10140,5873,7172,5814,7964,9408,5124,7906,7227,11003
"SAUSA300_RS12400",796,803,883,601,749,675,504,1098,820,669,716,956
"SAUSA300_RS12405",619,574,709,353,642,347,430,774,403,529,376,875
"SAUSA300_RS12410",3496,3292,4889,2618,4220,2457,2967,4915,2273,3160,2441,5582
"SAUSA300_RS12415",2751,2162,3033,2031,2243,1989,1765,2289,1933,2211,2338,3340
"SAUSA300_RS12420",4468,5201,7485,3579,4136,3072,2169,5738,3826,2744,3775,6697
"nhaC",2211,2647,3603,2428,3410,2461,2054,3383,2728,2149,2381,4106
"SAUSA300_RS12430",2127,2287,3289,1929,2913,2051,1847,2897,2200,1702,1986,3097
"SAUSA300_RS12435",774,683,898,792,1163,569,718,1271,877,732,571,905
"SAUSA300_RS12440",1537,1549,1516,2901,3389,2355,3413,4393,2601,1681,2147,1700
"SAUSA300_RS12450",26954,27882,33405,30863,43833,27987,26123,42612,34159,29489,25615,33684
"SAUSA300_RS12455",788,898,875,575,659,509,513,713,674,740,796,1060
"SAUSA300_RS12460",1150,1364,1218,829,944,784,612,1115,1105,980,1268,1470
"SAUSA300_RS12465",119,80,92,41,70,56,34,79,30,94,61,106
"SAUSA300_RS12470",19242,17040,27537,21481,27986,22640,18637,31948,26074,16658,13358,26379
"fdhF",228321,229521,324592,331897,385550,327564,272776,407419,392493,186827,167815,290034
"SAUSA300_RS12480",11206,11897,15781,12863,16280,12273,10541,16292,16253,9996,9122,14686
"SAUSA300_RS12485",6596,6569,7994,6921,8530,6317,5845,8708,7528,5210,5394,7417
"SAUSA300_RS12490",2498,2665,3036,2276,3128,2099,2185,3155,2933,2191,2192,3092
"SAUSA300_RS15825",32,40,25,57,60,37,26,70,49,47,28,32
"sdpB",677,640,528,445,621,419,451,638,383,597,556,712
"SAUSA300_RS12505",7,3,10,4,9,1,4,5,0,5,2,3
"SAUSA300_RS12510",24022,24635,30087,16280,21737,17441,15487,24971,20560,19602,18992,32456
"SAUSA300_RS12515",9095,8531,10585,7721,9601,6549,6913,10458,8364,9479,8450,11964
"SAUSA300_RS12520",2601,2773,2398,1903,2404,1564,1780,2635,2397,2182,2379,2480
"SAUSA300_RS12525",294,248,348,174,271,155,177,298,249,222,218,252
"SAUSA300_RS12530",649,622,725,636,866,554,570,921,636,607,600,707
"SAUSA300_RS12535",3328,3428,3196,3367,4225,2590,3424,4576,3651,3187,3309,3236
"SAUSA300_RS12540",239,328,308,261,374,228,259,349,297,316,307,337
"SAUSA300_RS12545",337,253,333,126,244,127,165,251,103,251,271,370
"SAUSA300_RS12550",2085,2289,2202,1806,2368,1541,1711,2450,1810,1997,2165,2367
"SAUSA300_RS12555",256,237,186,160,300,142,185,250,181,201,223,224
"SAUSA300_RS12560",3052,4613,4009,3044,3889,2764,2020,4434,5236,2681,3157,3360
"SAUSA300_RS12565",1333,1422,1276,1264,1700,1079,1101,1908,1256,1449,1352,1549
"SAUSA300_RS12570",878,809,936,843,1289,742,811,1298,674,874,705,904
"SAUSA300_RS12575",41729,38929,55129,50397,58259,48809,41349,65524,55630,34395,38320,56945
"SAUSA300_RS12580",709,854,838,911,1075,676,855,1174,883,749,752,812
"hutI",3239,3587,4414,3022,3647,2986,2650,4118,3630,2866,3057,4473
"hutU",2541,2842,3513,2302,2686,2353,1758,3074,3103,2364,2511,3571
"SAUSA300_RS12595",288,269,254,217,259,169,250,283,264,242,204,241
"SAUSA300_RS12600",40,54,64,44,67,46,39,85,65,52,42,70
"hutG",25456,26453,31095,43639,54187,37126,38250,55974,48978,19971,21469,25128
"sdpC",3641,3708,3910,4680,6664,3916,4868,6993,4607,4312,3961,4812
"SAUSA300_RS12615",994,1161,1141,830,1072,684,656,1201,1067,858,1029,1113
"SAUSA300_RS12620",738,788,694,516,888,479,569,818,602,735,773,740
"SAUSA300_RS12630",873,847,955,690,888,668,689,1085,746,720,795,1076
"SAUSA300_RS12635",57,87,74,48,43,58,58,64,65,52,69,67
"SAUSA300_RS15565",0,1,0,0,3,1,2,4,0,1,1,0
"SAUSA300_RS12640",2097,2149,2069,1695,2672,1396,2076,2819,2099,2364,2257,2371
"SAUSA300_RS12645",563,605,530,357,659,299,521,672,700,570,560,624
"SAUSA300_RS12650",1178,1165,1170,978,1377,845,1043,1631,936,1154,928,1201
"SAUSA300_RS12655",376,345,358,291,374,275,365,505,281,379,325,409
"gltS",1029,832,1046,498,713,525,547,813,555,791,979,1043
"fni",7079,7657,7907,6206,7081,5452,5271,8301,7864,6484,7817,8296
"corA",2237,2279,2393,1696,2102,1526,1686,2499,2086,2077,1959,2353
"SAUSA300_RS12675",4280,4293,4132,4111,6049,3733,3480,5717,5003,3602,3729,4385
"SAUSA300_RS12680",5696,5329,5600,5283,7863,4815,5140,7692,4956,5155,4701,5447
"SAUSA300_RS12685",1300,1261,1156,1416,1973,1056,1510,1961,1223,1407,1393,1270
"SAUSA300_RS12690",2565,2448,2621,2024,2594,1662,1680,2845,2271,2646,2355,3131
"SAUSA300_RS12695",369,360,405,343,413,340,248,443,396,350,381,473
"SAUSA300_RS12700",46,48,69,49,63,44,30,57,76,47,48,66
"SAUSA300_RS12705",807,578,617,626,1057,522,694,1021,440,900,490,647
"SAUSA300_RS12710",522,529,669,436,494,451,364,544,458,462,553,686
"SAUSA300_RS12715",0,0,2,0,2,0,0,0,0,0,0,0
"SAUSA300_RS12720",2527,2802,3833,1420,2133,1407,1351,2267,1954,2474,2703,4105
"SAUSA300_RS12730",1126,1080,1686,853,1135,824,704,1238,821,953,975,1689
"SAUSA300_RS12735",498,462,489,400,685,424,426,618,406,498,422,572
"SAUSA300_RS12740",1,3,2,0,0,1,0,2,0,1,0,5
"SAUSA300_RS12745",113,141,124,146,113,107,93,170,88,113,112,138
"SAUSA300_RS12750",96,112,100,79,98,50,73,119,117,117,76,103
"hssR",490,533,534,449,553,379,423,534,398,466,493,511
