"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"hssS",2196,2057,2163,1695,2311,1563,1692,2611,2297,1910,2000,2524
"SAUSA300_RS12765",1354,1880,2021,1859,3384,1581,850,1907,1036,2150,720,2212
"SAUSA300_RS12770",1074,1723,1997,1912,3349,1672,854,1758,1530,1836,758,1836
"mqo_1",24019,26514,26247,24719,29774,21016,22166,31142,28461,22818,24428,24309
"SAUSA300_RS12780",23279,23398,23957,17099,13907,12885,12722,19273,14261,21024,17644,24104
"SAUSA300_RS12785",6012,6227,6281,4554,5975,4046,4195,6054,4593,5342,5941,7062
"SAUSA300_RS12790",27624,28294,37608,38598,49644,35366,34156,54325,48980,20888,19526,28508
"SAUSA300_RS12795",294,189,265,229,393,228,210,407,364,249,215,253
"SAUSA300_RS12800",1363,1419,1489,1380,1596,1136,1182,1749,1332,1290,1495,1590
"SAUSA300_RS12805",228,373,299,259,428,219,272,468,390,244,348,288
"SAUSA300_RS12810",1186,1108,999,985,1563,913,1126,1425,1177,1187,1071,1175
"SAUSA300_RS12815",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS12820",1013,1038,1304,949,947,768,842,1144,1000,837,953,1149
"SAUSA300_RS12830",212,190,250,235,214,165,149,235,214,194,142,256
"SAUSA300_RS12835",1167,1489,1350,1235,1254,975,1024,1407,1149,1078,1261,1514
"SAUSA300_RS12840",1672,1400,1654,1199,1650,1118,1143,2075,1140,1605,1408,1851
"SAUSA300_RS12845",1047,752,1826,501,515,658,471,554,716,734,996,1739
"SAUSA300_RS12850",301,376,373,216,229,192,151,292,298,310,286,378
"rsp",1512,1340,1639,1123,1647,1062,1128,1928,1067,1643,1217,2070
"SAUSA300_RS12860",27877,27270,35460,33330,43371,31538,30388,49625,37815,22109,20026,31440
"SAUSA300_RS12865",1042,965,1466,645,1009,638,598,1228,543,997,698,1447
"SAUSA300_RS12870",9878,9809,11252,6358,8278,6037,6701,9341,6654,9575,9490,12369
"SAUSA300_RS12875",268,272,300,177,163,150,103,260,158,306,247,339
"SAUSA300_RS12880",23028,17253,21932,17845,21848,15451,18993,31598,16181,20892,14845,23822
"SAUSA300_RS12885",3890,2980,4500,2865,3975,2617,2462,4897,2774,3537,2603,4554
"SAUSA300_RS12890",770,975,1368,781,679,1023,777,1012,1212,696,808,1271
"SAUSA300_RS12895",204,179,220,150,167,137,121,224,172,142,183,165
"SAUSA300_RS12900",317,331,390,226,282,163,218,361,239,300,270,421
"nreC",5849,6576,7190,6478,7841,6569,6214,9129,8450,5007,5397,7077
"nreB",9946,10776,11793,10330,13408,10714,9328,15638,15113,8281,8267,11325
"nreA",5089,5194,5947,5483,6946,5264,5153,8040,6830,4203,4316,5526
"narI",3308,3873,3920,3490,4325,3465,3320,5050,5127,2638,2875,3694
"narJ",172,199,291,181,100,226,169,208,270,168,194,307
"narH",642,711,1147,815,632,813,743,836,1153,613,727,1127
"SAUSA300_RS12935",1127,1186,2147,1497,1052,1689,1304,1479,2225,1011,1238,2018
"cobA",2649,3577,4080,3115,2567,2800,2123,3248,3769,2553,2671,3971
"nirD",474,644,688,412,367,424,350,521,635,426,459,585
"nirB",2608,2662,3637,2545,2076,2553,1929,2638,3395,2415,2263,3435
"SAUSA300_RS12955",335,362,418,462,311,329,279,472,519,249,342,412
"SAUSA300_RS12960",54,56,32,31,40,31,23,43,52,64,47,38
"SAUSA300_RS12965",755,765,811,432,536,431,494,625,484,706,794,820
"SAUSA300_RS12970",14,4,6,0,5,7,8,8,0,4,4,15
"SAUSA300_RS12975",169,152,140,133,209,124,165,216,183,187,147,175
"adcA",1279,1365,1671,1063,1509,1102,854,1636,1342,907,1125,1692
"SAUSA300_RS15830",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS12985",1582,1818,1649,1654,2415,1383,1400,2343,2009,1683,1486,1451
"SAUSA300_RS12990",1982,2467,2125,2033,2801,1701,1345,2964,2556,2157,1955,1944
"SAUSA300_RS12995",2,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13000",2010,2530,2398,1478,1739,1350,1528,1990,1911,2032,1908,2557
"SAUSA300_RS13005",1143,1088,1375,793,967,674,872,1205,988,1071,953,1442
"fmhA",278,301,273,267,413,238,271,411,264,236,226,236
"SAUSA300_RS13015",9328,8697,8552,11168,13720,9982,9155,15130,13710,9283,8941,9119
"SAUSA300_RS13020",7607,6805,7005,9098,11577,8529,8367,11827,9514,6851,6948,7154
"SAUSA300_RS13025",3984,3650,4248,4913,6171,4916,3639,6414,6450,3523,3643,4043
"mdeA",8406,8324,10844,11783,14815,12502,9843,14213,13845,6353,7635,9392
"SAUSA300_RS13040",97,127,159,163,178,118,67,273,148,98,121,118
"SAUSA300_RS13045",21313,20283,29966,22138,29712,21757,20376,33178,28695,17948,19532,29400
"SAUSA300_RS13050",1173,1215,1187,915,1124,815,806,1323,935,1081,1103,1166
"SAUSA300_RS13055",0,0,0,0,0,0,0,0,0,0,0,0
"sbi",1629,1548,1600,324,416,317,332,475,525,745,1913,1414
"hlgA",1373,1893,1805,499,668,535,463,747,687,970,2684,1648
"hlgC",452,578,501,147,153,132,130,235,187,353,778,415
"hlgB",1044,1216,1105,462,592,384,394,602,510,772,1395,971
"SAUSA300_RS13085",58,60,55,47,79,34,62,78,35,43,58,62
"SAUSA300_RS13090",176,233,209,212,263,159,155,266,297,148,184,241
"SAUSA300_RS13095",213,213,257,206,326,230,196,334,295,236,243,274
"bioB",145,179,195,140,182,111,106,198,198,108,121,186
"bioA",75,78,71,66,126,74,80,108,76,110,71,73
"bioD",33,34,28,23,62,30,31,37,24,43,32,46
"SAUSA300_RS13115",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13125",110,122,96,70,137,65,76,99,112,103,88,119
"SAUSA300_RS13130",78,97,93,63,72,44,52,93,81,57,78,95
"SAUSA300_RS13140",24,19,25,13,14,7,3,18,28,19,15,17
"gtxA",379,343,478,325,428,294,339,412,270,313,320,444
"SAUSA300_RS13150",10335,12758,11940,14034,16921,11344,11285,15684,13388,10951,10551,11516
"SAUSA300_RS13155",9893,14006,11888,11436,14699,9497,8733,13740,13174,10691,10083,12061
"SAUSA300_RS13160",2899,2696,3127,2115,2798,1812,2232,3176,2156,2838,2785,3329
"SAUSA300_RS13165",213,213,304,169,244,203,115,246,277,132,198,316
"SAUSA300_RS13170",1320,1440,1187,1109,1312,942,957,1336,1126,886,1316,1153
"SAUSA300_RS13175",424,510,452,576,749,499,470,834,633,341,342,496
"SAUSA300_RS13180",4780,4655,4747,3911,5095,2947,4087,6292,3826,5694,4297,5302
"SAUSA300_RS13185",3227,3222,3077,2900,3680,2204,2765,4161,3014,3224,2886,3757
"SAUSA300_RS13195",3231,3339,3496,2854,3671,2352,2478,3796,3075,3185,3299,3904
"SAUSA300_RS13205",4999,4851,4737,4255,5760,3748,3960,6368,4622,4366,4364,4859
"SAUSA300_RS13210",1312,1254,1467,1856,2398,1636,1286,2206,1607,1475,1082,1412
"SAUSA300_RS13220",664,668,600,651,860,578,603,861,696,690,588,727
"SAUSA300_RS13225",3006,2772,3154,3094,4323,2425,2808,4456,2963,3388,2639,3362
"SAUSA300_RS13230",6690,7399,6283,5653,6437,3986,5419,6137,4343,7193,5927,6890
"SAUSA300_RS13235",5879,5785,5271,4458,5387,3210,3980,5423,4226,6176,4673,5865
"SAUSA300_RS13240",3325,3149,2982,2328,2985,1826,2123,3095,2224,3628,2825,3553
"SAUSA300_RS13245",5012,5412,4895,3957,4691,3023,3242,4541,3788,5435,4949,5624
"SAUSA300_RS13250",0,0,0,0,0,0,0,1,0,0,0,0
"SAUSA300_RS13255",1,0,1,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13260",638,732,766,441,659,400,436,711,571,636,605,790
"SAUSA300_RS13265",2092,2153,2199,2206,2874,1767,2464,3149,1979,2275,1882,2530
"SAUSA300_RS13270",51468,53586,63675,56238,64379,51000,46059,68395,64856,43724,41645,65490
"SAUSA300_RS13275",2238,2501,3044,2188,2886,2077,1806,2913,2712,1999,2259,3194
"fetB",14882,15268,21750,16782,20359,16535,14090,22338,21241,11585,11944,20651
"SAUSA300_RS13285",2704,3114,3521,2846,4082,2618,2800,4186,3058,1982,2556,3050
"SAUSA300_RS13290",2978,3214,3192,2696,3301,2448,2095,3524,2895,2908,3232,3435
"SAUSA300_RS13295",831,779,1078,514,1077,483,558,966,515,878,751,1065
"SAUSA300_RS13300",502,678,712,471,607,365,341,621,580,580,545,714
"SAUSA300_RS16035",14,17,22,30,25,22,8,19,15,15,20,21
"SAUSA300_RS13310",1349,1492,1608,1116,1414,1048,810,1528,1361,1191,1057,1394
"SAUSA300_RS13315",4439,4620,4734,3824,5149,3294,3549,5007,4063,4390,4415,4832
"SAUSA300_RS13320",530,532,437,323,464,263,360,532,253,361,413,489
"SAUSA300_RS13325",1240,1198,1323,1238,1507,1004,1142,1555,1186,1111,1162,1294
"SAUSA300_RS13330",334,330,291,217,270,165,200,250,172,269,241,296
"SAUSA300_RS13335",322,370,264,176,266,169,232,249,192,260,317,299
"SAUSA300_RS13340",238,190,151,96,172,85,158,187,159,158,155,202
"SAUSA300_RS13345",415,340,347,208,247,172,240,288,219,342,332,407
"cntA",1435,1094,1193,779,1032,679,836,1104,893,1079,1160,1427
"cntM",421,384,408,153,261,152,193,293,224,324,349,504
"cntL",163,201,169,91,108,79,83,148,68,146,129,201
"cntK",278,239,224,141,175,124,105,194,150,243,227,367
"SAUSA300_RS13370",2085,1272,2516,1942,3028,2117,1829,3757,1032,1757,1023,2610
"SAUSA300_RS13375",13270,15966,18159,19093,21292,18919,13550,24721,25932,10741,11998,17298
"SAUSA300_RS13380",5968,5486,6501,6259,7951,4867,6751,8811,6730,6465,5216,6676
"SAUSA300_RS13385",16434,18755,21670,20365,29297,17977,17640,30182,10121,14163,11793,19037
"SAUSA300_RS13390",157,201,183,103,136,104,63,169,177,127,165,163
"SAUSA300_RS13395",180,301,174,135,213,128,112,177,161,186,221,191
"SAUSA300_RS13405",689,762,650,449,612,404,289,763,548,656,540,771
"SAUSA300_RS13410",2566,2782,2592,2436,2695,1802,1766,2994,2189,2206,2455,2768
"SAUSA300_RS13415",1562,1576,1776,1738,2427,1605,1482,2758,2350,1066,1290,1567
"SAUSA300_RS13420",128,89,144,176,224,114,136,245,134,93,86,124
"SAUSA300_RS13425",5722,4624,6634,4272,4415,3313,3432,6583,6832,4541,3581,6020
"SAUSA300_RS15610",0,0,0,0,0,0,0,1,0,0,0,0
"SAUSA300_RS13430",397,378,381,364,466,344,282,498,474,296,335,357
"SAUSA300_RS15835",0,0,1,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13435",94,111,131,90,109,55,68,99,112,97,117,135
"SAUSA300_RS13440",173,191,187,98,158,112,80,174,154,143,130,214
"SAUSA300_RS13450",938,1168,1202,803,1103,749,694,1076,1009,1000,953,1330
"SAUSA300_RS13455",746,864,810,538,701,554,446,828,705,709,704,910
"SAUSA300_RS13460",287,320,335,192,247,164,160,284,254,260,259,346
"SAUSA300_RS13465",2619,2492,2824,1622,2416,1536,1494,2670,1870,2308,2222,2955
"SAUSA300_RS13470",217,269,173,111,156,112,116,202,201,143,203,189
"SAUSA300_RS13475",2580,2723,2353,1965,2876,1687,2172,3172,2228,2545,2663,2763
"SAUSA300_RS13480",541,562,460,480,629,388,501,690,524,388,459,522
"SAUSA300_RS13485",46,36,47,36,76,42,33,68,23,31,46,37
"SAUSA300_RS13490",10,1,7,1,8,3,1,9,2,18,2,18
"SAUSA300_RS13495",759,946,839,726,834,633,510,910,831,746,745,985
"sasG",1161,1461,1318,839,1027,780,581,1211,1366,938,1278,1264
"sarT",12,11,7,7,7,4,6,8,1,9,15,8
"sarU",9,7,4,2,7,2,11,11,0,6,10,5
"galU",5148,5129,5559,3887,4792,3368,3769,5140,4170,4396,4925,5652
"fnbB",1804,2121,2138,1707,1652,1374,1283,2036,2220,1660,1995,2182
"fnbA",4701,6100,6563,7318,8180,6532,4850,8171,8716,4354,4599,6850
"SAUSA300_RS13535",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13545",3407,3541,3800,3890,4891,3309,3274,4881,4178,3505,2953,3850
"gntK",984,1152,980,790,1197,658,877,1358,1135,984,920,1091
"SAUSA300_RS13555",156,207,166,154,220,122,149,272,252,157,191,184
"SAUSA300_RS13560",6816,6791,7184,5884,7434,4995,4961,8757,8045,5787,6171,6957
"SAUSA300_RS13565",2372,2777,2329,2236,3183,2005,2154,3515,2979,2133,2502,2463
"SAUSA300_RS13570",2091,2554,2603,2906,3717,2429,2064,4588,3556,1823,1953,2600
"SAUSA300_RS13575",3214,2824,3160,2718,2813,2210,2522,3268,2304,3237,2319,3729
"SAUSA300_RS13580",10532,10873,11163,8633,11808,7691,8111,12052,10449,9585,10781,11874
"SAUSA300_RS13585",1514,1641,1479,1681,2387,1439,1447,2489,1190,1704,1409,1611
"SAUSA300_RS13590",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13595",303,323,387,396,554,366,388,593,397,271,303,373
"SAUSA300_RS13600",74,45,68,37,53,38,46,57,27,74,46,90
"SAUSA300_RS13605",58,51,54,37,40,29,23,52,50,38,60,32
"SAUSA300_RS13610",125,128,126,124,146,70,55,165,88,96,107,111
"SAUSA300_RS13615",15613,17055,16229,12215,18190,10997,11904,18323,13062,15759,15283,18589
"SAUSA300_RS13625",1566,1607,1479,1405,1784,1228,1279,1983,1244,1494,1606,1670
"SAUSA300_RS13630",191,246,235,258,332,222,224,374,372,198,177,214
"SAUSA300_RS13635",155,219,247,258,326,191,143,304,333,130,133,196
"SAUSA300_RS13640",72,128,123,63,108,62,62,71,92,57,106,96
"SAUSA300_RS13645",939,830,1370,1141,1889,1152,950,1957,1476,824,734,1208
"SAUSA300_RS13650",2009,2537,2277,3144,3954,2432,2683,4083,3205,2008,2154,2389
"SAUSA300_RS13655",2801,3246,3692,4775,7709,4209,4298,6321,6057,3014,3209,3420
"SAUSA300_RS13660",17044,16949,17301,12635,15973,9603,13812,18478,10098,18875,14514,18543
"SAUSA300_RS13665",107,122,136,135,166,121,136,160,140,115,123,116
"SAUSA300_RS13670",5,4,8,8,30,6,17,11,0,20,9,10
"SAUSA300_RS13675",126,103,132,85,148,71,104,143,75,126,71,131
"srtA",1627,1922,1662,1462,1833,1116,1190,1736,1552,1496,1697,1543
"SAUSA300_RS13685",1993,1990,2009,2270,2491,1748,1887,2593,2143,1811,1772,2007
"SAUSA300_RS13690",4,10,8,2,7,4,3,9,4,3,3,6
"SAUSA300_RS13695",0,0,0,0,0,0,0,0,0,0,0,0
"sdaAA",2461,2673,3385,2334,2599,2013,1939,2807,2206,2471,2722,3673
"sdaAB",591,563,809,380,475,424,332,622,402,551,573,895
"SAUSA300_RS13710",1654,1683,2305,1409,1780,1326,1288,1580,1199,1570,1787,2317
"SAUSA300_RS13715",4541,4864,4431,8784,11938,7109,9657,14139,9195,4361,4253,4738
"SAUSA300_RS13720",23369,25751,22094,55508,64509,43483,46910,60747,49305,26286,17789,21924
"SAUSA300_RS13725",11358,13401,13933,11810,14596,10789,9876,14990,14284,10458,11508,13555
"SAUSA300_RS13730",585,676,749,630,807,503,529,790,660,633,623,746
"SAUSA300_RS13735",407,430,432,444,579,412,384,570,535,389,425,430
"ptsG_2",1497,792,3335,1084,828,892,724,1208,1002,1376,2357,2622
"SAUSA300_RS13745",71295,67880,108451,73519,78022,76161,54454,91165,92298,53452,58335,101445
"SAUSA300_RS13750",24671,26876,36691,28591,28906,27318,22621,32579,32858,17679,21226,33880
"cidA",10,10,5,14,9,6,5,1,11,6,9,15
"SAUSA300_RS13760",1286,1348,1234,944,1361,834,1002,1465,941,1185,1112,1328
"SAUSA300_RS13765",3928,4819,7970,1941,1898,1877,1463,2564,3795,2801,3569,6064
"SAUSA300_RS13770",403,305,383,277,308,348,299,370,298,344,406,414
"SAUSA300_RS13775",0,0,0,0,0,0,0,0,0,0,0,1
"SAUSA300_RS15905",0,0,4,0,0,1,0,2,0,0,1,0
"SAUSA300_RS13785",131,97,154,54,68,61,60,73,65,91,83,111
"SAUSA300_RS13790",6670,6698,7947,5850,7479,5509,5269,8009,6455,6069,7005,7889
"SAUSA300_RS13795",11813,10513,14338,7729,8811,6673,6733,9373,7951,10819,12710,16136
"SAUSA300_RS13800",2664,3292,3251,4223,5354,3653,3527,5010,5336,2683,2728,2960
"clpL",47705,46931,59418,92361,93881,72705,71278,113243,80817,48045,37823,56867
"SAUSA300_RS13810",13,10,11,5,11,4,6,14,18,13,4,13
"feoB",399,435,423,223,308,197,219,397,266,386,432,516
"SAUSA300_RS13820",27,43,22,6,8,7,6,9,6,25,13,29
"farE",217,235,288,222,270,162,167,281,263,256,191,299
"farR",1151,1282,1312,860,1173,814,851,1242,1104,1041,1169,1250
"SAUSA300_RS13835",26,37,73,29,55,24,37,80,17,35,34,52
"pruA",59842,61598,77060,48709,70500,46595,43374,71968,59111,61492,63246,76370
"SAUSA300_RS13845",823,836,924,734,1007,718,564,978,1061,735,772,941
"cwrA",450,658,533,147,237,99,196,189,136,384,395,411
"SAUSA300_RS13855",21059,19471,21883,13430,15989,12287,12257,19338,14682,18541,17339,22914
"copZ",1498,1468,1817,871,1174,920,848,1427,966,1297,1213,1796
"SAUSA300_RS13865",4027,5260,4266,3832,5035,3249,3778,6412,4318,3974,4321,4410
"SAUSA300_RS13870",6001,7175,6059,6227,7690,5276,5589,9405,7419,5548,6046,6330
"SAUSA300_RS13875",41034,39040,46474,43783,49433,38249,37054,59512,49263,35842,36430,50081
"SAUSA300_RS13880",16443,17667,21479,16483,20535,15338,14335,25446,22834,13194,14896,23897
"crtQ",31845,35262,47762,34141,43218,35178,29939,50575,47554,22789,27531,45795
"SAUSA300_RS13890",37120,40889,49137,41894,54696,39972,41523,59626,50499,24220,28522,42849
"crtO",3737,3902,4244,4060,6251,3491,4390,6996,3974,2732,3007,3581
"SAUSA300_RS13900",829,686,613,759,935,611,1168,926,1072,794,628,714
"SAUSA300_RS13905",6721,7439,6979,5037,6621,4495,4489,7275,5490,6439,6428,8088
"SAUSA300_RS13910",109,77,104,81,111,81,102,139,53,91,92,151
"isaA",30821,21626,24882,25811,32840,25801,39301,33153,29376,29149,26928,29651
"SAUSA300_RS13920",126,89,69,59,119,85,97,104,113,92,94,139
"SAUSA300_RS15630",0,0,3,0,0,0,0,0,0,0,0,0
"SAUSA300_RS13930",538,633,554,504,660,410,459,791,585,549,516,533
"SAUSA300_RS15635",700,763,841,692,888,554,729,932,732,687,607,770
"SAUSA300_RS13940",101,151,112,78,121,59,72,180,141,86,116,102
"SAUSA300_RS13945",256,267,309,243,237,207,172,241,296,225,225,330
"SAUSA300_RS13950",549,574,793,465,489,438,397,585,556,513,548,748
"SAUSA300_RS13955",143,128,187,92,117,113,68,125,171,108,82,155
"SAUSA300_RS13960",541,616,594,525,670,445,370,534,563,460,513,612
"SAUSA300_RS13965",574,638,770,604,749,575,604,756,648,638,581,884
"SAUSA300_RS13970",5318,5783,8625,7959,9757,7969,5675,9807,9945,5307,5112,8291
"SAUSA300_RS13975",24534,23280,35913,39788,45695,38066,30452,47280,44348,20741,21641,33974
"SAUSA300_RS13980",752,751,739,595,733,516,657,748,711,636,690,790
"SAUSA300_RS13985",249,292,300,265,267,170,212,288,214,265,259,276
"SAUSA300_RS13990",134,124,119,102,111,79,97,114,92,108,151,129
"SAUSA300_RS13995",387,432,405,190,226,138,214,341,184,293,364,381
"SAUSA300_RS14000",262,269,280,140,142,92,131,277,220,160,264,249
"SAUSA300_RS14005",129,124,146,63,63,62,43,112,119,77,102,110
"SAUSA300_RS14010",11937,12152,14628,17410,19540,15827,12850,23066,23715,9151,9415,12733
"SAUSA300_RS14015",4112,4193,4551,4683,5404,4018,3642,5266,4341,4082,3561,4803
"SAUSA300_RS14020",796,819,936,748,895,690,490,949,794,759,697,914
"SAUSA300_RS14025",237,229,213,142,213,130,155,222,164,200,271,240
"SAUSA300_RS14030",3711,3854,3995,3647,6289,2952,3515,6675,4233,4428,3570,4105
"SAUSA300_RS14035",139,181,217,97,141,102,92,194,130,110,143,188
"SAUSA300_RS14040",0,0,1,0,0,0,0,0,0,0,0,0
"SAUSA300_RS14045",2205,2121,2799,2105,2633,1624,1819,2441,2208,2398,1867,2939
"SAUSA300_RS14050",955,1073,1117,1040,1057,752,679,1095,1144,860,1025,1125
"panC",2860,3035,3072,2791,3303,2446,2122,3332,3139,2676,2833,3318
"panB",1397,1661,1525,1260,1495,1200,927,1708,1838,1292,1396,1554
"SAUSA300_RS14065",1075,1262,1111,1387,1692,1212,1192,1812,1455,1056,1137,1298
"budA_2",2000,2182,2315,1555,1872,1315,1445,2155,1941,1559,2025,2112
"SAUSA300_RS14075",17845,15772,19842,11131,12924,10842,10480,15091,13821,13827,16699,16840
"SAUSA300_RS14085",5374,4591,5356,5021,7022,3882,5578,7551,4711,5816,4399,5485
"SAUSA300_RS14090",1130,1058,1210,1236,1691,1167,1406,2054,1537,1205,1021,1199
"SAUSA300_RS14095",1841,1691,2029,2509,3934,2235,2751,4392,1658,1537,1015,1870
"SAUSA300_RS14100",47867,48411,51489,70896,101011,58127,67574,98302,76419,51265,41320,52388
"mqo_2",64632,58774,73029,45941,55212,45976,43703,65585,61148,52628,64236,75334
"SAUSA300_RS14110",807,636,889,773,1796,914,757,1771,407,851,525,854
"SAUSA300_RS14115",24444,25004,26661,29871,38905,25952,28108,41143,33896,21361,20497,26533
"SAUSA300_RS14120",1417,1353,1495,1568,2107,1548,1198,2582,2552,969,1147,1437
"SAUSA300_RS14125",60,64,74,37,56,53,40,47,46,45,35,59
"betA",2283,2153,2768,3669,4255,3766,650,1380,3760,2569,1716,3270
"betB",2603,2557,3101,3863,4209,4101,531,1323,4098,2716,2112,3728
"SAUSA300_RS14140",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS14145",402,501,538,434,538,443,209,385,649,394,432,570
"SAUSA300_RS14150",697,782,765,1130,1572,1055,980,1662,1250,608,573,777
"SAUSA300_RS14155",4881,4368,5849,4094,4098,4151,2006,2992,4223,4458,4290,6780
"SAUSA300_RS14160",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS14165",0,0,0,0,0,0,0,0,0,0,0,0
"nrdG",22076,14335,16026,39886,24806,20133,31504,24429,22192,20592,10694,16114
"nrdD",130792,98565,99146,187926,139817,101576,159881,156993,158492,125355,77640,106011
"SAUSA300_RS14180",692,797,693,627,829,572,608,930,611,674,660,825
"SAUSA300_RS14185",2,2,8,3,4,1,1,2,2,3,7,4
"SAUSA300_RS14190",2881,2977,3058,2558,3096,1900,2575,3262,2500,2804,3016,3014
"SAUSA300_RS14195",2000,2243,2004,1711,2181,1421,1548,2348,2231,1977,1992,2290
"SAUSA300_RS14200",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS14205",696,529,664,353,562,283,481,687,314,712,548,641
"SAUSA300_RS14210",275,291,299,153,225,125,177,304,204,276,212,270
"SAUSA300_RS14215",0,0,0,0,0,0,1,0,0,0,0,3
"SAUSA300_RS14225",1490,1379,1527,1053,1422,965,1135,1559,1129,1372,1396,1542
"SAUSA300_RS14230",393,394,450,329,322,283,255,345,278,316,334,372
"nsaS",3516,3172,3976,2166,2548,1804,2041,3183,2289,3318,3465,4809
"nsaR",2698,2254,2986,1703,2039,1653,1583,2641,1905,2657,2507,3790
"SAUSA300_RS14245",209,267,218,114,118,110,80,190,193,160,223,281
"SAUSA300_RS14255",608,682,629,1333,1382,969,1137,1577,1350,549,630,568
"SAUSA300_RS15910",0,0,6,0,2,0,1,1,2,1,0,0
"SAUSA300_RS14260",848,943,769,752,1218,604,690,1166,777,782,769,830
"SAUSA300_RS14265",493,515,609,414,584,410,384,572,581,505,461,639
"clfB",8499,6903,6574,4277,4767,3055,4945,4568,4510,6285,7103,7402
"SAUSA300_RS14275",1161,1008,1433,862,1099,770,765,1095,1003,1014,963,1553
"arcC_3",2123,2145,2800,1671,1917,1471,1500,1975,2026,1786,2015,2869
"arcD_2",1427,1346,2150,1140,1592,1172,1122,1467,1461,1262,1256,2296
"argF_3",465,451,773,365,465,346,346,479,621,405,391,784
"arcA_2",192,198,299,200,188,172,105,218,272,186,160,271
"SAUSA300_RS14300",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS14305",4,15,8,5,8,3,7,2,18,11,6,9
"aur",315,296,362,338,683,346,466,536,375,262,236,310
"isaB",6596,6210,7035,4908,9262,4132,6734,7534,5329,5963,4305,5625
"SAUSA300_RS14320",170,228,135,102,119,83,96,150,106,111,216,170
"SAUSA300_RS14325",964,1077,970,719,1030,631,788,1119,869,850,806,1088
"SAUSA300_RS14330",4464,4901,4594,5764,6510,4736,4648,6743,5404,4260,4498,4748
"manA",2438,2582,2488,3160,3733,2642,2746,3844,3177,2471,2314,2936
"SAUSA300_RS14340",7150,8127,8631,7794,9200,6816,6757,10439,8437,7321,8063,9079
"SAUSA300_RS14345",23389,21849,22309,16627,21451,14665,14481,23229,20433,18476,18378,23882
"SAUSA300_RS14350",4513,5455,4516,6305,8575,4998,5213,8285,7081,4522,4416,4411
"sasF",6011,6415,7404,7559,8306,6226,5844,10326,9043,4650,4701,6726
"gtfB",11693,11157,15430,14225,16016,13486,12093,19099,16052,10307,10190,16489
"gtfA",16599,16171,21939,19769,23359,19496,15427,26701,25299,12686,13325,21570
"secA2",31269,31870,39529,40349,46629,40706,33292,55618,53500,22267,22924,35106
"asp3",174,192,178,149,136,129,118,183,142,146,174,201
"asp2",337,319,326,248,289,243,278,407,258,256,304,363
"asp1",312,257,222,192,216,168,209,292,186,188,271,302
"secY2",103,67,77,49,92,63,74,99,49,57,82,82
"sasA",13049,9352,11226,8581,10873,7043,12071,12486,8282,9018,12421,11389
"SAUSA300_RS14400",1997,2126,2478,2170,2659,1999,1850,3009,2527,1796,1869,2704
"SAUSA300_RS14405",24,30,25,38,38,22,30,39,18,21,31,28
