"gene_name","WT1","WT2","A1","A2"
"PA14_33220",2,2,6,2
"PA14_33240",24,17,95,71
"PA14_33260",0,1,6,5
"PA14_33270",0,2,1,1
"PA14_33280",46,23,91,97
"PA14_33290",2,0,8,9
"PA14_33300",5,0,22,21
"PA14_33310",6,1,35,40
"PA14_33320",0,0,27,27
"PA14_33330",13,8,48,58
"PA14_33340",9,10,35,33
"PA14_33350",0,0,6,7
"PA14_33370",5,2,10,17
"PA14_33380",1,1,19,26
"PA14_33410",1,2,28,18
"PA14_33420",0,4,6,13
"PA14_33430",10,2,21,14
"PA14_33440",27,28,144,107
"PA14_33450",2,3,42,41
"PA14_33460",0,1,2,3
"PA14_33480",7,6,11,12
"PA14_33500",3,2,6,4
"PA14_33510",3,1,1,4
"PA14_33520",1,2,2,5
"PA14_33540",2,4,5,13
"PA14_33550",0,0,0,1
"PA14_33560",4,2,11,24
"PA14_33570",0,0,4,0
"PA14_33580",0,0,1,0
"PA14_33590",0,0,2,0
"PA14_33600",11,9,23,22
"PA14_33610",57,23,234,220
"PA14_33630",41,22,176,176
"PA14_33650",56,40,234,269
"PA14_33680",31,48,185,219
"PA14_33690",45,24,140,214
"PA14_33700",24,18,141,192
"PA14_33710",3,5,8,12
"PA14_33720",0,0,9,10
"PA14_33730",1,0,10,9
"PA14_33740",8,4,24,15
"PA14_33750",0,0,4,5
"PA14_33760",0,4,7,8
"PA14_33770",0,0,2,4
"PA14_33780",0,0,9,4
"PA14_33800",5,5,95,97
"PA14_33810",8,4,45,38
"PA14_33820",2,1,19,10
"PA14_33830",1,1,1,4
"PA14_33840",2,1,17,10
"PA14_33860",4,1,13,29
"PA14_33870",0,0,5,3
"PA14_33880",48,32,287,267
"PA14_33890",10,9,75,68
"PA14_33900",66,50,286,324
"PA14_33910",1,0,52,30
"PA14_33920",0,0,0,6
"PA14_33930",2,2,4,5
"PA14_33940",1,1,3,1
"PA14_33960",0,0,5,11
"PA14_33970",3,3,16,26
"PA14_33980",5,0,20,29
"PA14_33990",0,2,15,11
"PA14_34000",1,0,1,2
"PA14_34010",2,3,1,1
"PA14_34030",7,6,21,22
"PA14_34050",4,2,29,26
"PA14_34070",1,1,9,13
"PA14_34080",19,9,47,46
"PA14_34100",18,18,34,53
"PA14_34110",1,5,9,10
"PA14_34130",35,18,16,34
"PA14_34140",3,1,4,5
"PA14_34150",36,13,42,46
"PA14_34170",0,1,15,5
"PA14_34180",1,1,9,8
"PA14_34190",0,0,3,3
"PA14_34200",4,2,2,10
"PA14_34210",22,8,32,32
"PA14_34230",5,6,40,30
"PA14_34250",0,1,12,7
"PA14_34260",0,0,2,4
"PA14_34270",7,7,4,12
"PA14_34280",0,0,6,7
"PA14_34290",1,0,4,4
"PA14_34300",0,0,4,1
"PA14_34320",1,0,4,13
"PA14_34330",31,24,70,66
"PA14_34340",9,2,17,17
"PA14_34350",0,0,2,4
"PA14_34360",2,2,7,5
"PA14_34370",4,2,1,3
"PA14_34390",2,0,8,15
"PA14_34410",3,6,30,29
"PA14_34420",0,1,1,13
"PA14_34440",2,3,9,20
"PA14_34450",1,2,26,29
"PA14_34460",10,5,17,11
"PA14_34490",4,10,6,16
"PA14_34500",10,6,11,7
"PA14_34510",9,4,10,3
"PA14_34520",7,3,7,8
"PA14_34540",2,1,16,11
"PA14_34550",1,1,4,10
"PA14_34580",4,0,4,12
"PA14_34600",1,3,3,11
"PA14_34630",18,10,71,62
"PA14_34640",2,8,11,9
"PA14_34660",98,62,527,618
"PA14_34670",23,10,88,120
"PA14_34680",14,20,147,156
"PA14_34690",0,2,26,30
"PA14_34700",0,0,13,13
"PA14_34710",0,0,2,3
"PA14_34730",1,0,6,2
"PA14_34740",0,0,4,0
"PA14_34750",0,0,2,3
"PA14_34770",1,3,2,5
"PA14_34780",3,2,5,7
"PA14_34790",4,5,17,20
"PA14_34800",22,16,123,86
"PA14_34810",97,84,153,171
"PA14_34820",145,97,59,78
"PA14_34830",30,21,29,14
"PA14_34840",271,231,108,133
"PA14_34850",32,21,42,63
"PA14_34870",83,69,60,51
"PA14_34880",11,12,56,61
"PA14_34900",65,28,95,74
"PA14_34920",2,0,4,0
"PA14_34930",0,2,1,1
"PA14_34940",1,1,2,2
"PA14_34960",98,103,510,500
"PA14_34970",77,57,304,261
"PA14_34990",32,24,188,114
"PA14_35000",4,1,13,10
"PA14_35010",2,2,22,18
"PA14_35020",2,1,22,20
"PA14_35030",2,1,17,17
"PA14_35040",8,2,14,26
"PA14_35050",0,0,12,16
"PA14_35060",0,0,5,0
"PA14_35070",8,7,38,31
"PA14_35080",3,7,43,14
"PA14_35100",1,0,8,10
"PA14_35110",1,3,17,25
"PA14_35130",0,0,1,5
"PA14_35140",9,2,9,10
"PA14_35150",8,7,37,21
"PA14_35170",4,8,19,19
"PA14_35190",3,2,30,49
"PA14_35200",0,0,4,6
"PA14_35210",0,0,2,2
"PA14_35230",20,11,76,75
"PA14_35240",3,5,37,36
"PA14_35250",11,6,49,49
"PA14_35270",2,1,12,16
"PA14_35290",6,4,37,43
"PA14_35300",0,0,5,6
"PA14_35320",5,1,21,52
"PA14_35330",1,1,12,17
"PA14_35340",0,0,2,1
"PA14_35360",1,0,6,3
"PA14_35370",0,0,8,4
"PA14_35380",2,6,22,25
"PA14_35390",1,1,9,10
"PA14_35400",1,0,3,5
"PA14_35420",2,0,3,2
"PA14_35430",6,1,10,12
"PA14_35440",2,0,3,5
"PA14_35460",10,2,21,21
"PA14_35470",11,8,83,53
"PA14_35490",13,19,41,36
"PA14_35500",3,0,11,8
"PA14_35520",0,0,1,9
"PA14_35530",1,1,4,3
"PA14_35540",21,5,49,57
"PA14_35570",3,3,34,16
"PA14_35590",2,4,19,20
"PA14_35600",2,3,27,27
"PA14_35620",3,2,5,5
"PA14_35630",0,0,6,1
"PA14_35640",2,2,4,7
"PA14_35650",1,0,1,1
"PA14_35670",1,3,10,5
"PA14_35680",0,0,3,3
"PA14_35690",4,1,15,5
"PA14_35710",5,5,66,73
"PA14_35720",80,55,400,400
"PA14_35730",11,6,72,95
"PA14_35740",114,64,239,218
"PA14_35750",28,23,44,69
"PA14_35760",14,4,61,48
"PA14_35770",9,1,17,19
"PA14_35780",1,1,4,5
"PA14_35800",14,12,70,92
"PA14_35810",2,0,20,12
"PA14_35820",10,4,30,28
"PA14_35830",225,161,633,657
"PA14_35840",282,197,701,841
"PA14_35850",277,166,774,759
"PA14_35860",7,13,108,100
"PA14_35880",41,18,100,82
"PA14_35890",17,8,69,82
"PA14_35900",12,11,39,63
"PA14_35920",7,0,27,39
"PA14_35940",5,1,11,19
"PA14_35950",0,0,2,1
"PA14_35970",0,0,2,5
"PA14_35980",0,0,1,0
"PA14_35990",0,1,1,3
"PA14_36000",80,51,121,112
"PA14_36010",8,7,42,37
"PA14_36020",1,5,10,12
"PA14_36030",7,2,14,21
"PA14_36050",0,2,12,10
"PA14_36060",0,0,1,3
"PA14_36070",4,1,9,15
"PA14_36080",5,3,18,16
"PA14_36090",3,1,16,8
"PA14_36100",0,5,2,4
"PA14_36110",2,1,6,5
"PA14_36120",0,0,10,10
"PA14_36130",9,0,17,16
"PA14_36150",0,0,5,2
"PA14_36170",0,1,3,11
"PA14_36180",6,3,24,22
"PA14_36190",1,0,9,11
"PA14_36200",197,120,83,87
"PA14_36220",18,4,7,8
"PA14_36230",18,11,11,19
"PA14_36250",3,3,10,5
"PA14_36260",1,0,9,11
"PA14_36270",0,0,3,3
"PA14_36290",0,2,4,3
"PA14_36300",0,2,8,13
"PA14_36310",1,0,21,16
"PA14_36320",0,1,2,5
"PA14_36345",25,13,2558,2785
"PA14_36350",23,29,1467,1658
"PA14_36360",4,6,327,354
"PA14_36370",4,2,99,74
"PA14_36375",2,3,21,29
"PA14_36390",1,1,26,16
"PA14_36400",2,0,5,2
"PA14_36410",0,0,15,7
"PA14_36420",0,2,27,14
"PA14_36450",1,0,14,17
"PA14_36460",0,1,8,3
"PA14_36470",6,3,17,20
"PA14_36480",1,0,3,0
"PA14_36500",2,0,7,6
"PA14_36520",0,1,0,4
"PA14_36540",0,0,3,0
"PA14_36550",0,0,2,2
"PA14_36570",4,3,14,13
"PA14_36580",4,1,6,5
"PA14_36590",3,0,7,4
"PA14_36605",4,3,10,24
"PA14_36630",3,2,6,8
"PA14_36650",10,6,6,7
"PA14_36660",1,0,7,3
"PA14_36670",0,0,13,18
"PA14_36680",0,0,2,2
"PA14_36690",3,6,21,15
"PA14_36700",0,0,6,4
"PA14_36710",3,6,15,17
"PA14_36730",16,5,56,55
"PA14_36740",2,0,12,18
"PA14_36760",5,2,7,13
"PA14_36780",0,1,0,0
"PA14_36810",1,3,27,20
"PA14_36820",0,0,0,3
"PA14_36830",14,9,35,22
"PA14_36840",6,5,31,42
"PA14_36850",0,0,2,1
"PA14_36870",5,0,8,6
"PA14_36890",0,0,4,4
"PA14_36910",2,1,4,4
"PA14_36920",0,1,1,2
"PA14_36930",1,6,0,0
"PA14_36940",0,2,6,11
"PA14_36960",1,2,3,3
"PA14_36980",0,0,2,0
"PA14_36990",0,0,2,2
"PA14_37000",0,0,4,5
"PA14_37010",1,0,2,3
"PA14_37030",5,7,26,31
"PA14_37040",2,1,2,8
"PA14_37060",0,0,7,2
"PA14_37070",243,167,1829,1883
"PA14_37080",85,46,118,166
"PA14_37090",10,15,30,39
"PA14_37100",2,1,6,15
"PA14_37120",0,1,5,2
"PA14_37130",1,0,13,14
"PA14_37140",7,1,12,14
"PA14_37150",4,1,7,3
"PA14_37170",0,3,5,2
"PA14_37190",1,0,5,7
"PA14_37200",1,3,55,45
"PA14_37210",1,0,1,4
"PA14_37220",0,0,1,1
"PA14_37250",19,3,95,95
"PA14_37260",13,8,35,49
"PA14_37270",8,11,24,37
"PA14_37290",0,0,4,4
"PA14_37310",2,4,4,3
"PA14_37320",2,2,2,3
"PA14_37340",2,0,4,4
"PA14_37380",0,0,5,2
"PA14_37400",1,6,13,15
"PA14_37410",5,3,6,15
"PA14_37420",1,1,0,4
"PA14_37430",0,0,3,2
"PA14_37440",6,1,2,6
"PA14_37460",0,0,3,0
"PA14_37470",0,0,19,18
"PA14_37490",10,3,60,79
"PA14_37510",0,0,1,5
"PA14_37520",0,0,0,1
"PA14_37530",0,0,0,1
"PA14_37550",0,0,0,4
"PA14_37560",0,1,4,2
"PA14_37570",0,0,4,4
"PA14_37580",1,2,47,56
"PA14_37590",11,13,85,88
"PA14_37610",35,34,116,91
"PA14_37630",28,29,90,79
"PA14_37640",0,0,6,4
"PA14_37650",0,2,9,5
"PA14_37660",1,0,2,3
"PA14_37670",31,23,46,57
"PA14_37680",112,78,109,175
"PA14_37690",3,2,17,9
"PA14_37710",3,7,18,21
"PA14_37730",0,5,4,8
"PA14_37745",96,65,57,56
"PA14_37760",23,23,7,5
"PA14_37770",24,16,9,17
"PA14_37780",13,13,4,3
"PA14_37790",5,5,21,32
"PA14_37810",1,1,0,2
"PA14_37820",1,0,2,5
"PA14_37830",0,0,5,2
"PA14_37840",0,0,4,1
"PA14_37850",0,1,0,1
"PA14_37870",0,1,4,8
"PA14_37880",1,2,9,16
"PA14_37900",8,5,47,56
"PA14_37910",0,0,1,0
"PA14_37915",0,1,7,2
"PA14_37940",0,1,2,6
"PA14_37950",3,1,4,5
"PA14_37965",8,2,15,9
"PA14_37980",2,0,0,1
"PA14_37990",0,1,3,5
"PA14_38010",14,15,87,104
"PA14_38020",0,0,4,2
"PA14_38040",7,2,15,7
"PA14_38060",6,2,27,27
"PA14_38080",25,16,156,128
"PA14_38090",1,0,11,4
"PA14_38110",1,0,11,10
"PA14_38130",5,6,27,32
"PA14_38140",7,10,41,46
"PA14_38160",2,2,27,31
"PA14_38170",1,3,21,20
"PA14_38180",11,11,90,99
"PA14_38190",1,0,2,2
"PA14_38200",19,14,35,24
"PA14_38210",6,3,10,15
"PA14_38220",0,1,7,4
"PA14_38250",0,1,12,9
"PA14_38260",3,2,4,3
"PA14_38270",8,4,4,9
"PA14_38290",0,0,1,0
"PA14_38300",7,2,15,10
"PA14_38310",1,3,20,7
"PA14_38320",5,7,177,152
"PA14_38330",0,1,35,27
"PA14_38340",9,7,6,10
"PA14_38350",1,1,12,8
"PA14_38360",8,11,50,35
"PA14_38370",14,9,10,13
"PA14_38380",2,0,5,5
"PA14_38395",4,8,442,404
"PA14_38410",13,15,717,729
"PA14_38420",1,0,114,133
"PA14_38430",533,387,1834,1673
"PA14_38440",606,377,1085,1084
"PA14_38460",247,186,233,181
"PA14_38470",46,43,42,39
"PA14_38480",129,88,89,90
"PA14_38490",97,53,103,55
"PA14_38500",4,3,7,5
"PA14_38510",170,132,862,950
"PA14_38530",182,172,549,651
"PA14_38550",34,16,62,83
"PA14_38560",3,4,47,41
"PA14_38570",13,3,87,99
"PA14_38580",6,3,23,20
"PA14_38590",14,5,10,9
"PA14_38610",7,5,16,21
"PA14_38630",1,0,5,11
"PA14_38640",0,0,2,7
"PA14_38680",13,15,21,25
"PA14_38690",23,22,49,57
"PA14_38700",20,10,153,116
"PA14_38710",0,1,15,23
"PA14_38720",6,4,40,24
"PA14_38730",2,1,15,8
"PA14_38740",3,2,8,7
"PA14_38750",4,2,9,6
"PA14_38770",1,0,3,3
"PA14_38780",8,8,21,26
"PA14_38790",2,1,4,3
"PA14_38800",1,0,11,8
"PA14_38820",0,3,2,4
"PA14_38825",1,0,0,4
"PA14_38840",2,2,10,6
"PA14_38850",1,0,0,1
"PA14_38860",5,6,20,24
"PA14_38880",3,0,2,6
"PA14_38900",1,2,1,3
"PA14_38910",1,0,0,0
"PA14_38930",6,3,63,64
"PA14_38950",1,1,3,3
"PA14_38970",7,5,11,13
"PA14_38990",3,0,2,2
"PA14_39000",4,0,3,3
"PA14_39010",1,0,3,1
"PA14_39020",6,3,33,28
"PA14_39050",0,2,32,22
"PA14_39060",0,1,8,7
"PA14_39070",0,0,6,1
"PA14_39080",0,0,2,0
"PA14_39090",28,18,28,19
"PA14_39100",10,2,9,10
"PA14_39110",1,2,13,7
"PA14_39130",340,210,753,694
"PA14_39140",12,8,61,42
"PA14_39150",2,1,12,13
"PA14_39160",15,8,55,49
"PA14_39190",0,0,3,10
"PA14_39200",1,0,24,26
"PA14_39210",3,0,11,5
"PA14_39220",0,0,0,2
"PA14_39240",1,0,4,6
"PA14_39250",0,0,4,2
"PA14_39260",0,0,1,2
"PA14_39270",5,5,4,7
"PA14_39280",0,1,0,0
"PA14_39300",0,1,0,2
"PA14_39320",0,0,3,2
"PA14_39330",0,0,0,10
"PA14_39350",0,1,0,4
"PA14_39360",0,0,24,28
"PA14_39390",2,4,48,53
"PA14_39410",8,6,23,21
"PA14_39440",49,31,212,177
"PA14_39460",15,21,37,41
"PA14_39480",591,330,1319,1270
"PA14_39500",0,0,0,2
"PA14_39520",0,0,20,20
"PA14_39530",2,2,4,11
"PA14_39540",4,0,4,2
"PA14_39560",7,6,14,19
"PA14_39570",3,2,13,14
"PA14_39580",0,0,3,6
"PA14_39590",5,1,20,27
"PA14_39610",2,2,15,17
"PA14_39620",2,1,12,13
"PA14_39630",0,0,1,6
"PA14_39640",4,3,17,11
"PA14_39650",0,2,7,6
"PA14_39660",0,0,13,15
"PA14_39690",53,34,415,493
"PA14_39700",4,2,11,9
"PA14_39710",4,5,22,21
"PA14_39720",2,0,14,18
"PA14_39730",0,0,1,0
"PA14_39750",2,1,12,17
"PA14_39770",56,42,117,115
"PA14_39780",4,2,12,6
"PA14_39790",10,14,70,58
"PA14_39800",7,4,22,27
"PA14_39810",4,2,2,8
"PA14_39820",3,4,8,6
"PA14_39830",3,9,5,5
"PA14_39850",2,3,2,2
"PA14_39860",1,0,3,4
"PA14_39870",4,2,23,13
"PA14_39880",0,0,0,1
"PA14_39890",0,0,2,1
"PA14_39910",0,0,4,4
"PA14_39925",0,0,1,1
"PA14_39945",1,0,0,0
"PA14_39960",1,2,7,9
"PA14_39970",1,0,4,3
"PA14_39980",4,4,9,15
"PA14_39990",3,3,12,22
"PA14_40010",3,2,14,14
"PA14_40020",12,9,15,13
"PA14_40030",12,3,17,10
"PA14_40040",18,15,16,26
"PA14_40050",1,1,6,7
"PA14_40060",0,1,0,0
"PA14_40070",18,7,57,41
"PA14_40100",5,6,8,15
"PA14_40110",2,3,6,4
"PA14_40120",1,6,19,16
"PA14_40150",2,3,17,12
"PA14_40160",2,3,9,4
"PA14_40170",0,0,3,1
"PA14_40180",0,0,0,3
"PA14_40200",72,52,88,93
"PA14_40210",3,0,2,11
"PA14_40220",7,3,8,11
"PA14_40230",2,2,4,4
"PA14_40240",4,2,3,3
"PA14_40250",0,0,3,3
"PA14_40260",16,13,78,79
"PA14_40270",4,2,19,9
"PA14_40280",11,7,51,39
"PA14_40290",9,17,47,45
"PA14_40300",1,2,6,1
"PA14_40310",0,0,0,2
"PA14_40320",1,0,6,6
"PA14_40330",0,1,0,1
"PA14_40340",1,1,6,1
"PA14_40350",0,0,4,4
"PA14_40370",4,2,14,17
"PA14_40380",4,5,34,37
"PA14_40390",125,80,227,307
"PA14_40410",12,5,53,48
"PA14_40420",6,5,21,26
"PA14_40430",2,2,3,6
"PA14_40440",14,9,45,60
"PA14_40450",5,8,10,11
"PA14_40470",4,6,27,33
"PA14_40490",13,9,130,109
"PA14_40510",60,40,77,64
"PA14_40520",0,0,0,1
"PA14_40540",4,0,4,5
"PA14_40550",1,1,9,5
"PA14_40560",42,32,662,673
"PA14_40570",4,6,42,53
"PA14_40600",1,5,20,22
"PA14_40610",0,0,1,1
"PA14_40620",1,1,11,8
"PA14_40630",3,2,9,6
"PA14_40640",12,3,43,56
"PA14_40650",0,1,8,3
"PA14_40660",0,0,12,10
"PA14_40670",268,242,878,934
"PA14_40690",19,17,46,31
"PA14_40700",4,6,28,32
"PA14_40710",10,5,104,91
"PA14_40730",6,2,56,63
"PA14_40740",85,59,158,159
"PA14_40770",197,123,297,196
"PA14_40780",37,19,25,18
"PA14_40790",7,4,7,6
"PA14_40800",9,3,17,13
"PA14_40820",2,2,16,5
"PA14_40830",0,1,2,4
"PA14_40840",1,0,19,17
"PA14_40850",23,35,91,70
"PA14_40860",279,222,436,432
"PA14_40880",80,62,153,149
"PA14_40890",46,49,79,106
"PA14_40900",0,0,7,7
"PA14_40910",3,2,19,25
"PA14_40930",0,0,2,5
"PA14_40940",0,1,8,8
"PA14_40950",2,0,16,9
"PA14_40960",2,0,23,13
"PA14_40980",0,1,7,3
"PA14_41000",22,15,85,75
"PA14_41010",7,6,37,14
"PA14_41020",3,2,23,24
"PA14_41030",46,20,67,57
"PA14_41050",4,5,7,22
"PA14_41060",0,0,7,0
"PA14_41070",2,1,7,6
"PA14_41090",81,57,251,231
"PA14_41110",87,72,227,318
"PA14_41130",276,227,324,387
"PA14_41140",73,50,95,94
"PA14_41150",84,61,69,67
"PA14_41160",94,51,76,81
"PA14_41170",124,104,61,79
"PA14_41190",16,6,35,31
"PA14_41210",0,0,1,4
"PA14_41220",5,4,43,52
"PA14_41230",2,3,30,22
"PA14_41240",4,0,4,9
"PA14_41250",11,13,83,86
"PA14_41260",26,16,126,112
"PA14_41270",13,9,45,40
"PA14_41280",3,3,26,20
"PA14_41300",3,1,3,0
"PA14_41340",1,1,5,1
"PA14_41350",27,30,338,220
"PA14_41360",2,3,11,30
"PA14_41380",8,3,10,18
"PA14_41390",795,540,1524,1500
"PA14_41400",25,12,82,85
"PA14_41420",22,15,349,274
"PA14_41430",3,2,21,19
"PA14_41440",339,240,1467,1614
"PA14_41450",67,49,254,237
"PA14_41470",629,445,1013,881
"PA14_41480",0,1,23,11
"PA14_41490",2,5,15,16
"PA14_41500",19,15,30,27
"PA14_41510",31,16,18,27
"PA14_41520",1,0,5,3
"PA14_41530",8,6,25,23
"PA14_41540",0,0,4,8
"PA14_41560",0,0,4,10
"PA14_41563",2,1,2,3
"PA14_41570",3,0,15,6
"PA14_41575",5,2,17,25
"PA14_41590",3,3,30,26
"PA14_41630",3,2,0,7
"PA14_41640",1,1,25,24
"PA14_41650",0,0,4,2
"PA14_41670",3,5,11,12
"PA14_41680",68,48,598,520
"PA14_41690",63,30,308,387
"PA14_41710",110,113,635,527
"PA14_41730",146,88,784,767
"PA14_41740",0,0,10,13
"PA14_41750",2,0,20,21
"PA14_41760",5,2,20,20
"PA14_41780",4,1,27,21
"PA14_41790",0,0,7,3
"PA14_41800",1,0,8,18
"PA14_41810",10,5,68,73
"PA14_41820",29,20,182,191
"PA14_41830",13,13,72,76
"PA14_41840",33,26,45,68
"PA14_41860",10,0,25,21
"PA14_41870",1,0,22,27
"PA14_41880",0,1,12,3
"PA14_41910",0,0,1,1
"PA14_41920",104,75,939,932
"PA14_41950",5,8,85,84
"PA14_41960",1,4,4,7
"PA14_41970",0,0,6,1
"PA14_41980",20,11,27,24
"PA14_41990",0,0,3,4
"PA14_42000",2,0,8,6
"PA14_42010",0,2,5,2
"PA14_42020",13,5,60,97
"PA14_42030",6,4,50,49
"PA14_42050",2,0,18,16
"PA14_42060",9,3,22,18
"PA14_42080",3,5,12,9
"PA14_42090",1,0,3,0
"PA14_42100",6,1,5,16
"PA14_42120",8,5,19,36
"PA14_42130",3,3,19,19
"PA14_42140",1,1,0,0
"PA14_42150",4,1,17,14
"PA14_42160",0,1,5,8
"PA14_42180",0,0,1,0
"PA14_42200",0,0,0,5
"PA14_42220",32,30,295,306
"PA14_42230",30,15,85,88
"PA14_42250",2,1,2,3
"PA14_42270",0,0,1,0
"PA14_42280",2,2,0,1
"PA14_42290",5,0,5,1
"PA14_42310",1,0,1,2
"PA14_42340",0,0,4,1
"PA14_42350",1,0,3,5
"PA14_42360",0,0,0,1
"PA14_42380",0,0,0,1
"PA14_42390",2,0,8,7
"PA14_42400",1,1,15,14
"PA14_42430",0,1,4,6
"PA14_42450",0,1,4,1
"PA14_42470",1,1,6,4
"PA14_42480",0,0,1,0
"PA14_42500",11,8,32,45
"PA14_42510",0,0,0,1
"PA14_42520",3,0,0,1
"PA14_42540",0,0,3,2
"PA14_42550",0,0,0,2
"PA14_42570",15,3,1132,1133
"PA14_42580",8,6,340,325
"PA14_42610",14,15,620,485
"PA14_42620",2,10,320,255
"PA14_42630",0,0,31,38
"PA14_42640",3,4,97,93
"PA14_42660",17,11,362,384
"PA14_42670",0,1,39,51
"PA14_42680",2,1,20,32
"PA14_42690",7,8,13,13
"PA14_42700",6,10,50,36
"PA14_42710",3,4,13,20
"PA14_42720",0,0,5,11
"PA14_42730",0,0,2,4
"PA14_42740",0,0,3,4
"PA14_42750",2,2,6,6
"PA14_42760",1,1,1,3
"PA14_42770",9,10,41,33
"PA14_42780",51,46,78,76
"PA14_42790",5,5,7,24
"PA14_42820",48,45,177,212
"PA14_42830",10,6,26,24
"PA14_42840",15,15,128,113
"PA14_42850",95,49,332,344
"PA14_42860",20,8,66,44
"PA14_42870",28,21,86,99
"PA14_42880",6,3,39,35
"PA14_42890",0,0,1,7
"PA14_42900",1,1,27,14
"PA14_42910",0,0,0,3
"PA14_42920",8,4,33,36
"PA14_42940",2,2,0,6
"PA14_42950",1,1,6,10
"PA14_42970",0,1,6,7
"PA14_42980",7,10,14,23
"PA14_42990",3,1,10,14
"PA14_43000",6,2,55,36
"PA14_43020",0,0,0,1
"PA14_43030",15,20,36,56
"PA14_43040",0,0,4,1
"PA14_43050",4,1,2,2
"PA14_43070",12,3,41,34
"PA14_43080",17,14,39,32
"PA14_43090",0,3,2,2
"PA14_43100",111,84,479,454
"PA14_43110",6,4,53,42
"PA14_43130",2,1,10,6
"PA14_43140",3,1,10,15
"PA14_43150",2,0,8,8
"PA14_43160",11,9,75,61
"PA14_43170",3,4,47,46
"PA14_43180",1,3,5,8
"PA14_43190",23,22,38,41
"PA14_43200",19,8,41,48
"PA14_43220",4,3,17,8
"PA14_43230",3,2,14,15
"PA14_43240",1,3,22,28
"PA14_43250",4,1,13,6
"PA14_43270",2,1,5,7
"PA14_43280",0,1,9,5
"PA14_43290",0,0,3,2
"PA14_43300",20,17,81,76
"PA14_43310",8,7,26,37
"PA14_43320",0,1,8,5
"PA14_43340",0,0,0,6
"PA14_43350",0,1,8,9
"PA14_43370",0,0,0,1
"PA14_43380",1,0,8,7
"PA14_43400",3,3,12,14
"PA14_43405",0,0,2,2
"PA14_43420",1,1,3,2
"PA14_43430",0,0,0,3
"PA14_43440",3,1,14,10
"PA14_43460",8,0,15,15
"PA14_43480",5,4,20,25
"PA14_43490",2,2,49,48
"PA14_43510",3,4,28,18
"PA14_43520",0,0,1,3
"PA14_43530",5,2,12,6
"PA14_43540",0,0,2,2
"PA14_43550",0,1,2,1
"PA14_43570",0,0,3,7
"PA14_43580",3,1,3,8
"PA14_43600",0,0,3,1
"PA14_43610",1,0,1,6
"PA14_43620",0,1,0,1
"PA14_43630",9,12,6,9
"PA14_43640",1,0,2,3
"PA14_43650",24,15,88,67
"PA14_43660",8,11,28,42
"PA14_43670",107,65,238,250
"PA14_43680",225,190,2184,2743
"PA14_43690",258,188,1770,1645
"PA14_43710",47,31,182,183
"PA14_43720",8,6,58,63
"PA14_43730",5,5,53,48
"PA14_43740",18,14,49,57
"PA14_43760",52,20,130,119
"PA14_43770",8,6,20,17
"PA14_43780",2,2,18,17
"PA14_43790",13,8,19,41
"PA14_43810",6,2,12,14
"PA14_43820",9,6,7,8
"PA14_43830",3,0,3,2
"PA14_43840",1,2,1,1
"PA14_43850",8,9,19,33
"PA14_43870",2,0,3,7
"PA14_43880",0,1,2,2
"PA14_43890",0,1,2,3
"PA14_43900",277,205,2399,2116
"PA14_43910",14,4,26,29
"PA14_43920",0,7,21,29
"PA14_43940",3,0,23,20
"PA14_43950",6,3,16,17
"PA14_43970",5,2,31,19
"PA14_44000",2,1,35,42
"PA14_44010",7,9,106,94
"PA14_44020",4,6,30,38
"PA14_44030",12,10,55,57
"PA14_44050",1,6,9,11
"PA14_44060",9,6,26,51
"PA14_44070",358,226,1291,1143
"PA14_44080",1,1,4,2
"PA14_44090",0,0,6,1
"PA14_44110",2,6,18,28
"PA14_44120",0,0,5,4
"PA14_44130",6,6,21,17
"PA14_44140",7,11,108,107
"PA14_44150",3,2,10,9
"PA14_44160",0,0,4,1
"PA14_44170",69,60,199,215
"PA14_44180",2,1,4,5
"PA14_44190",1,2,7,3
"PA14_44200",4,3,8,9
"PA14_44210",7,10,53,46
"PA14_44240",14,9,43,33
"PA14_44260",1,3,8,8
"PA14_44270",5,5,12,11
"PA14_44280",1,3,9,5
"PA14_44290",332,272,443,485
"PA14_44300",384,349,1322,1159
"PA14_44311",94,70,255,246
"PA14_44320",0,0,1,2
"PA14_44340",1045,729,1969,1899
"PA14_44350",1668,1105,2350,2262
"PA14_44360",2201,1457,2120,2745
"PA14_44370",347,266,905,837
"PA14_44380",158,120,1249,1137
"PA14_44390",379,245,490,497
"PA14_44400",232,186,826,865
"PA14_44420",1191,859,1075,1128
"PA14_44430",84,78,153,165
"PA14_44440",47,39,68,68
"PA14_44450",16,7,62,73
"PA14_44460",3,0,12,7
"PA14_44470",658,430,2964,2681
"PA14_44480",8,6,39,20
"PA14_44490",227,156,584,639
"PA14_44500",11,20,86,106
"PA14_44510",31,26,94,130
"PA14_44520",29,26,269,264
"PA14_44560",14,12,73,56
"PA14_44570",1,5,20,13
"PA14_44580",3,2,5,9
"PA14_44590",5,3,13,17
"PA14_44620",1,3,3,0
"PA14_44630",10,13,26,26
"PA14_44640",9,4,24,29
"PA14_44650",1,2,28,36
"PA14_44660",1,0,11,23
"PA14_44670",0,1,5,5
"PA14_44680",7,4,58,59
"PA14_44690",2,1,6,12
"PA14_44700",12,14,28,24
"PA14_44710",66,46,152,143
"PA14_44740",104,67,109,101
"PA14_44760",89,38,64,114
"PA14_44770",23,29,114,105
