"Id","Untreated-Rep1","Untreated-Rep2","Treated-Rep1","Treated-Rep2"
"PA4131",2937,3269,2881,3449
"PA4132",2397,3217,2581,3434
"PA4133",2344,1872,1347,1728
"PA4134",241,344,277,445
"PA4135",852,877,708,960
"PA4136",586,661,645,1210
"PA4137",1620,2033,930,1758
"PA4138",1235,1636,1353,2065
"PA4139",435,321,253,366
"PA4140",1608,2038,1225,2208
"PA4141",705,492,387,527
"PA4142",1158,1454,1057,1751
"PA4143",2090,2557,1532,2494
"PA4144",596,732,583,1139
"PA4145",1366,1758,1695,2372
"PA4145a",908,1135,725,1197
"PA4147",1273,1483,1304,2227
"PA4148",396,467,559,964
"PA4149",358,339,516,1002
"PA4150",617,754,534,1123
"PA4151",937,1186,719,1214
"PA4152",851,1244,1023,1750
"PA4153",1230,1343,1210,1747
"PA4154",2750,2848,2220,2727
"PA4155",1338,1548,1458,2308
"PA4156",4325,5011,3165,4604
"PA4157",1109,1317,1709,2294
"PA4158",600,625,531,933
"PA4159",1087,1229,936,1549
"PA4160",238,247,356,691
"PA4161",277,305,483,772
"PA4162",559,662,712,1053
"PA4163",3556,4234,6115,8055
"PA4164",1116,1209,1211,1599
"PA4165",1039,1290,1542,2320
"PA4166",553,573,394,607
"PA4167",1036,1145,687,1141
"PA4168",6157,7428,2831,4730
"PA4169",537,732,469,787
"PA4170",857,1231,1073,1575
"PA4171",914,1042,728,1103
"PA4172",759,814,785,1357
"PA4173",443,477,316,519
"PA4174",890,1087,848,1447
"PA4175",1421,1571,1783,2356
"PA4176",2417,2149,2121,2372
"PA4177",624,750,604,861
"PA4178",1322,1471,1012,1296
"PA4179",1774,1960,1870,2681
"PA4180",4120,4611,4669,6453
"PA4181",563,675,596,1123
"PA4182",943,1063,880,1340
"PA4183",538,622,515,814
"PA4184",1034,1219,860,1401
"PA4185",996,1153,1171,1543
"PA4186",1842,2005,1380,2048
"PA4187",1343,1549,935,1686
"PA4188",453,587,511,1019
"PA4189",725,997,772,1443
"PA4190",955,1268,1161,1702
"PA4191",1171,1268,723,1214
"PA4192",719,729,452,774
"PA4193",647,573,320,591
"PA4194",1101,1291,662,917
"PA4195",1547,1676,588,967
"PA4196",764,1002,1094,1506
"PA4197",1141,1479,2268,2796
"PA4198",2229,2748,2658,3390
"PA4199",2277,2835,3578,4935
"PA4200",1002,1057,1543,1876
"PA4201",1124,1471,2197,2501
"PA4202",930,1237,2396,3364
"PA4203",460,682,897,1296
"PA4204",3748,3983,3455,4411
"PA4205",774,945,691,855
"PA4206",1085,1304,1183,1764
"PA4207",2749,3257,2483,4123
"PA4208",334,540,786,1697
"PA4209",1127,1363,882,1346
"PA4210",687,458,222,338
"PA4211",651,246,84,186
"PA4212",380,488,516,982
"PA4213",392,395,389,696
"PA4214",1059,1530,1128,1990
"PA4215",505,601,478,726
"PA4216",346,373,404,737
"PA4217",3048,3476,3141,4462
"PA4218",7773,6862,7054,9617
"PA4219",5179,4097,4985,7103
"PA4220",691,738,737,1178
"PA4221",47147,44027,31417,39802
"PA4222",1951,1598,2710,4228
"PA4223",7351,5828,7988,10687
"PA4224",3034,2319,3070,3867
"PA4225",37905,31654,33684,51361
"PA4226",35161,30259,28538,39301
"PA4227",5036,6032,3152,4262
"PA4228",46691,42800,27671,42783
"PA4229",7473,5536,6188,9310
"PA4230",6492,5876,7083,9797
"PA4231",20530,17458,17227,23532
"PA4232",8897,9094,9797,11063
"PA4233",6556,6449,6644,7615
"PA4234",14959,16321,18362,20916
"PA4235",7729,8833,15642,16894
"PA4236",14391,13839,30380,34152
"PA4237",112869,118381,105249,130347
"PA4238",166126,182854,187561,225413
"PA4239",116343,115578,131813,152198
"PA4240",143952,135755,149526,176339
"PA4241",110858,105321,113898,134808
"PA4242",32414,39992,36452,45703
"PA4243",95982,89600,105578,116117
"PA4244",54785,51578,70340,75498
"PA4245",36914,32524,38058,43644
"PA4246",127350,114841,131427,151570
"PA4247",88791,91726,105616,115229
"PA4248",106877,106013,127543,140196
"PA4249",44605,38401,43298,46301
"PA4250",44183,38918,53823,61106
"PA4251",149742,154242,164820,195051
"PA4252",53594,55051,60235,69079
"PA4253",59914,60517,71105,77945
"PA4254",72487,67666,76572,91209
"PA4255",47360,45833,51748,65117
"PA4256",77361,71137,91893,105945
"PA4257",169345,172253,192725,229790
"PA4258",38131,39760,48525,55693
"PA4259",28596,24905,39534,41625
"PA4260",143549,145931,184478,210333
"PA4261",47670,51530,56476,66404
"PA4262",73797,68833,98701,107757
"PA4263",99080,96717,110763,132139
"PA4264",29102,27973,33283,38859
"PA4265",309978,305430,324798,373529
"PA4266",376151,370508,387783,449360
"PA4267",217649,202324,189733,232870
"PA4268",96495,91628,99438,111004
"PA4269",213766,219766,233423,265026
"PA4270",239278,232767,251681,289893
"PA4270.1",6887,8247,8047,9487
"PA4271",89691,86840,87310,101738
"PA4272",168993,174772,171990,204502
"PA4272.1",62313,61015,63192,73035
"PA4273",87953,78227,114944,125056
"PA4274",137056,153896,164774,203085
"PA4275",15122,13120,15364,16003
"PA4276",7107,5597,5865,6420
"PA4276.1",1072,835,837,851
"PA4277",195898,194121,209084,226804
"PA4277.1",6432,8084,5932,6101
"PA4277.2",5109,5436,4502,4558
"PA4277.3",6431,6600,5218,5355
"PA4278",2084,1556,1208,1427
"PA4279",2363,1858,1652,1756
"PA4280",3493,2592,2172,2415
"PA4280.1",2124,1273,935,1028
"PA4280.2",1285274,340163,767263,725097
"PA4280.3",1499,931,916,795
"PA4280.4",1790,1234,1087,951
"PA4280.5",54904,9060,21074,17503
"PA4281",2980,3645,3269,4351
"PA4282",5523,6523,7075,8655
"PA4283",2082,2180,3221,4657
"PA4284",5996,6570,8265,10522
"PA4285",6683,7067,9590,11757
"PA4286",1728,1499,1976,2678
"PA4287",1118,1256,1059,1491
"PA4288",1138,1174,1079,1526
"PA4289",625,736,884,1628
"PA4290",1394,1603,1032,1698
"PA4291",3460,3251,2727,3006
"PA4292",11714,10641,14057,15243
"PA4293",1772,2114,1617,2916
"PA4294",582,540,288,413
"PA4295",741,346,141,186
"PA4296",1078,1031,775,991
"PA4297",1788,1512,912,1343
"PA4298",78,89,72,97
"PA4299",175,266,268,502
"PA4300",788,1078,645,1232
"PA4301",604,826,538,945
"PA4302",1017,1493,910,1352
"PA4303",729,1111,739,1211
"PA4304",967,1408,910,1422
"PA4305",476,662,655,1121
"PA4306",463,210,122,139
"PA4307",3899,3780,4242,5097
"PA4308",2915,3460,2823,3854
"PA4309",3180,3612,5194,6468
"PA4310",12963,12858,13942,16072
"PA4311",1902,2367,2326,3186
"PA4312",923,976,1363,2415
"PA4313",1636,1936,2047,2527
"PA4313a",1048,1218,1344,1428
"PA4314",7886,7369,8166,8713
"PA4315",25789,28271,24455,30669
"PA4316",6795,6743,5236,6609
"PA4317",32972,31714,11168,12490
"PA4318",15207,13454,5769,6595
"PA4319",6512,6762,2987,3512
"PA4320",6078,5875,3762,4537
"PA4321",5434,5807,3516,4678
"PA4322",5026,5008,4275,5337
"PA4323",4151,4348,3908,4911
"PA4324",1906,2011,2754,3350
"PA4325",865,806,984,1184
"PA4326",1135,1401,1362,1862
"PA4327",1373,1687,1110,1547
"PA4328",2277,2806,4356,5169
"PA4329",21270,21866,21858,25315
"PA4330",2197,2307,2547,3172
"PA4331",646,792,1063,1464
"PA4332",1610,1872,1336,1716
"PA4333",17920,18249,21689,23405
"PA4334",1481,1935,1812,2432
"PA4335",989,933,1029,1346
"PA4336",1390,1335,1468,1980
"PA4337",778,925,545,834
"PA4338",2053,1936,1290,1808
"PA4339",982,961,1081,1656
"PA4340",1416,1575,1580,1895
"PA4341",550,780,596,922
"PA4342",825,1310,965,1689
"PA4343",871,1121,813,1328
"PA4344",757,967,1085,1690
"PA4345",932,1131,1039,1380
"PA4346",253,254,294,417
"PA4347",2362,2740,3805,4455
"PA4348",5372,5492,6969,8443
"PA4349",507,582,835,1200
"PA4350",571,726,1091,1372
"PA4351",524,693,1613,1898
"PA4352",1604,1564,3966,4112
"PA4353",1124,1195,1371,1761
"PA4354",1147,1147,620,808
"PA4355",1085,1056,1423,1979
"PA4356",2832,2945,4443,5199
"PA4357",634,580,1054,1170
"PA4358",10647,10731,15875,18488
"PA4359",3384,4549,7044,10424
"PA4360a",114,162,203,425
"PA4361",1155,1498,1084,1641
"PA4362",586,676,893,1406
"PA4363",425,505,640,1223
"PA4364",208,265,244,493
"PA4365",337,459,349,689
"PA4366",39360,38087,54668,62132
"PA4367",3800,4559,4429,5579
"PA4368",949,1310,1456,2136
"PA4369",704,559,580,835
"PA4370",51002,49076,32857,41530
"PA4371",10233,12519,8624,11335
"PA4372",9293,9913,7929,9724
"PA4373",5700,6753,5567,7077
"PA4374",1953,2350,1800,2299
"PA4375",4270,4249,2618,3444
"PA4376",3280,3335,2691,3240
"PA4377",543,474,404,497
"PA4378",1976,1926,1622,1877
"PA4379",1897,1973,1324,1594
"PA4380",1885,2385,1486,2090
"PA4381",2234,2350,1737,2116
"PA4382",806,970,671,990
"PA4383",1078,1117,921,1199
"PA4384",855,1023,782,1048
"PA4385",108957,119019,237028,268527
"PA4386",11999,9760,25655,25932
"PA4387",902,1371,3177,3505
"PA4388",1836,1869,1901,2485
"PA4389",3211,3468,4331,4988
"PA4390",3430,3237,2002,2482
"PA4391",1387,1291,907,1282
"PA4392",370,411,402,605
"PA4393",3549,3740,3064,4105
"PA4394",5923,5660,6024,6595
"PA4395",5232,5144,6328,6642
"PA4396",1329,1419,1256,1926
"PA4397",724,1022,835,1412
"PA4398",3467,4334,2936,3888
"PA4399",1075,1130,959,1347
"PA4400",1700,1815,1940,2340
"PA4401",1122,1159,1268,1595
"PA4402",4214,4738,5135,5689
"PA4403",45744,49182,49217,57213
"PA4404",2058,1964,2829,2916
"PA4405",1334,1546,1088,1471
"PA4406",32215,35030,35748,40947
"PA4406.1",10423,11667,11997,14458
"PA4407",25319,26728,41535,47301
"PA4408",10278,9657,14921,16528
"PA4409",5861,5568,6308,7574
"PA4410",5762,5382,7943,8882
"PA4411",10962,12014,18634,22024
"PA4412",3062,3361,5039,6190
"PA4413",3821,3632,4721,5071
"PA4414",9494,9958,12899,14788
"PA4415",6240,6045,7318,8199
"PA4416",8574,9982,12962,15784
"PA4417",8261,8557,12724,14732
"PA4418",8253,8648,10359,11764
"PA4419",1724,1868,1788,1892
"PA4420",5988,5914,6542,7097
"PA4421",7088,6808,6844,8028
"PA4421.1",317754,172438,545579,483991
"PA4422",1731,1670,1320,1732
"PA4423",13174,13872,14256,17171
"PA4424",5012,5329,4198,4944
"PA4425",11929,12264,13226,15533
"PA4426",7010,7535,7725,9476
"PA4427",2576,2049,2480,2533
"PA4428",5230,4525,5210,5546
"PA4429",17638,17870,25586,27390
"PA4430",37976,33623,46383,49141
"PA4431",30684,28138,34725,36582
"PA4432",48743,46786,51435,56283
"PA4433",130423,131133,117231,133038
"PA4434",4115,4290,5244,6197
"PA4435",1755,1828,1434,1994
"PA4436",2254,2543,1707,2027
"PA4437",993,1015,543,863
"PA4438",7136,7113,6352,6536
"PA4439",8953,9740,10757,11944
"PA4440",2563,2415,2639,3364
"PA4441",8365,8979,10974,12865
"PA4442",7930,8263,6161,6888
"PA4443",5433,5152,2955,3351
"PA4444",3690,3620,3168,3890
"PA4445",1635,1620,1570,1781
"PA4446",4003,4485,4187,5181
"PA4447",4812,4876,4892,6139
"PA4448",7517,7822,7856,9057
"PA4449",11100,11363,12546,13071
"PA4450",26123,27179,30536,32449
"PA4451",10064,10203,9214,10583
"PA4451.1",498,305,397,404
"PA4452",1429,1332,2090,2703
"PA4453",19498,18220,20312,23969
"PA4454",9476,9398,11527,12939
"PA4455",6464,6550,8308,8910
"PA4456",16505,15741,20549,21503
"PA4457",15763,15495,16687,18889
"PA4458",4214,4307,5138,6073
"PA4459",12987,12755,10884,12688
"PA4460",16247,16041,17590,19080
"PA4461",22282,23711,20401,24735
"PA4462",18242,18379,20671,23288
"PA4463",25298,28016,42371,52448
"PA4464",13957,15575,20377,24399
"PA4465",18004,19870,24088,29249
"PA4466",1929,2130,3187,3218
"PA4467",1695,1678,1365,2078
"PA4468",4420,4231,2041,3086
"PA4469",7670,8088,2981,4940
"PA4470",9892,10665,5280,7658
"PA4471",3604,3810,1605,2675
"PA4472",3347,3023,4774,5723
"PA4473",5804,6434,5719,6418
"PA4474",4255,4678,6915,7928
"PA4475",1480,1523,2907,3442
"PA4476",5835,6735,6333,8012
"PA4477",4563,4222,3839,4480
"PA4478",1705,1331,1588,1895
"PA4479",3205,2803,3085,3334
"PA4480",7351,7217,7967,8444
"PA4481",21710,22042,24681,25946
"PA4482",11290,11454,11192,13527
"PA4483",22875,22649,28753,33365
"PA4484",18350,19238,23681,26709
"PA4485",2775,3189,3097,3823
"PA4486",1783,1879,1835,2092
"PA4487",3046,2980,2145,2660
"PA4488",3297,3498,2398,3312
"PA4489",24840,23869,14359,17684
"PA4490",6305,5722,3188,3858
"PA4491",8991,8284,6151,7269
"PA4492",10408,9845,6039,7267
"PA4493",3562,3648,6558,7186
"PA4494",6116,6594,8817,10359
"PA4495",4695,5169,4818,5570
"PA4496",2784,2616,1901,2511
"PA4497",1650,2107,1307,1878
"PA4498",1393,1568,1277,1705
"PA4499",2627,2864,2186,2654
"PA4500",6362,7965,4452,5567
"PA4501",1826,2343,1114,1729
"PA4502",2556,3061,2213,2985
"PA4503",1890,1782,1780,2264
"PA4504",1534,1733,1935,2579
"PA4505",1780,2034,2829,3370
"PA4506",1467,1733,1829,2589
"PA4507",432,474,920,1556
"PA4508",643,813,565,739
"PA4509",612,843,727,1161
"PA4510",774,946,995,1389
"PA4511",1453,1730,1989,2742
"PA4512",4168,3957,3530,4378
"PA4513",4656,5061,3537,5290
"PA4514",18185,17580,8492,10852
"PA4515",8575,10288,6465,8407
"PA4516",4253,5530,3580,4656
"PA4517",4473,4642,2426,3059
"PA4518",733,670,568,643
"PA4519",5265,4555,3657,4025
"PA4520",2964,3174,2135,2820
"PA4521",936,1321,1142,1438
"PA4522",1177,1234,898,1052
"PA4523",4370,5731,7784,9520
"PA4524",2492,2772,2378,2921
"PA4524.1",529,307,403,407
"PA4525",11955,8978,10383,12589
"PA4526",9138,8952,7660,9337
"PA4528",3602,3310,3873,4536
"PA4529",3587,3600,4353,4661
"PA4530",1781,1728,1879,2049
"PA4531",932,971,938,1059
"PA4532",1500,1546,1191,1521
"PA4533",1306,1450,1076,1279
"PA4534",1513,1411,1201,1497
"PA4535",2054,2198,2308,2887
"PA4536",1094,1273,1375,1773
"PA4537",1255,1368,1066,1238
"PA4538",6026,6516,6849,7732
"PA4539",2292,2352,1870,2303
"PA4540",1826,1973,982,1552
"PA4541",5031,5491,3363,4663
"PA4541.1",398,221,184,227
"PA4541.2",778,614,793,771
"PA4541.3",541,490,681,633
"PA4542",6987,9189,24580,24036
"PA4543",1366,1728,2106,2741
"PA4544",6512,6660,8181,8535
"PA4545",16865,16371,13839,15568
"PA4546",4092,4806,3986,4640
"PA4547",3147,3720,4298,5287
"PA4548",2515,2688,2099,2578
"PA4549",704,516,278,402
"PA4550",1580,1465,1427,1910
"PA4551",1908,2095,1840,2391
"PA4552",2922,2557,2672,3610
"PA4553",2531,2419,2516,3148
"PA4554",15740,14760,14476,19423
"PA4555",1489,1003,1237,1514
"PA4556",2392,2003,2015,2705
"PA4557",6986,7061,7098,8327
"PA4558",7341,6802,6909,8362
"PA4559",4679,4713,5288,6184
"PA4560",31976,33209,35317,39913
"PA4561",6373,7072,6088,7043
"PA4562",3329,3173,2249,2801
"PA4563",43214,38732,35124,35672
"PA4564",1560,1446,1396,1424
"PA4565",5369,5398,6241,6850
"PA4566",7160,7024,9165,9400
"PA4567",42482,42161,42987,48731
"PA4568",89606,100128,99562,118131
"PA4569",17160,17388,15466,17358
"PA4570",1174,1272,587,959
"PA4571",10343,11116,15454,16525
"PA4572",9185,10193,9167,9572
"PA4573",556,702,498,679
"PA4574",1972,1853,1308,1346
"PA4575",718,802,810,949
"PA4576",9547,9720,10602,12156
"PA4577",522,574,1093,1506
"PA4578",44709,45802,45509,55184
"PA4579",10535,11285,9695,12040
"PA4580",1501,1552,1192,1485
"PA4581",2215,2594,1812,2577
"PA4581.1",571,567,623,744
"PA4582",2071,2104,1757,2419
"PA4583",2179,1925,2003,2754
"PA4584",1470,1477,1132,1292
"PA4585",1074,1149,1182,1651
"PA4586",659,808,810,1158
"PA4587",4988,5510,19991,20436
"PA4588",3100,3524,3153,4057
"PA4589",1591,1835,921,1366
"PA4590",679,567,301,471
"PA4591",915,1018,790,1492
"PA4592",1517,2033,1290,1992
"PA4593",882,1125,717,1358
"PA4594",539,643,507,735
"PA4595",21518,22433,24936,27365
"PA4596",707,1044,1127,1611
"PA4597",1031,1392,1490,2053
"PA4598",3748,3770,3051,3959
"PA4599",576,716,1011,1539
"PA4600",1748,1920,2099,2205
"PA4601",8420,9692,11288,14098
"PA4602",25301,25678,24300,25999
"PA4603",660,786,599,815
"PA4604",1792,2176,2061,2425
"PA4605",1154,1220,1666,1940
"PA4606",7750,8278,10640,12418
"PA4607",1468,1817,2562,2974
"PA4608",1151,1339,1484,1810
"PA4609",2136,2718,2383,3139
"PA4610",773,1020,2424,3042
"PA4611",1052,844,1930,2048
"PA4612",479,623,546,788
"PA4613",1949,2043,1232,1750
"PA4614",2515,2032,2372,2495
"PA4615",3214,3945,3986,5185
"PA4616",2111,1898,2036,2395
"PA4617",2298,2507,3462,4377
"PA4618",1438,1421,2474,2823
"PA4619",2955,2977,5518,6504
"PA4620",1432,1447,2434,2961
"PA4621",7082,8528,13350,15133
"PA4622",2407,2617,1959,2976
"PA4623",605,789,476,700
"PA4624",3787,3706,2122,2787
"PA4625",10435,10140,5831,7446
"PA4626",1997,2132,2307,3041
"PA4627",3648,3968,4913,6143
"PA4628",10886,9997,10503,11882
"PA4629",1822,2189,1715,2174
"PA4630",769,573,489,692
"PA4631",4647,4781,4476,5033
"PA4632",7827,9375,5636,6543
"PA4633",3924,4909,5713,7365
"PA4634",944,993,1306,1652
"PA4635",738,997,847,1242
"PA4635a",389,429,405,657
"PA4636",8500,8639,7440,8494
"PA4636a",344,305,167,334
"PA4637",1086,1064,1205,1294
"PA4637a",857,707,514,675
"PA4639",6133,6882,7011,7991
"PA4640",11728,12451,10998,12528
"PA4642",1614,1823,1623,1727
"PA4643",2770,2723,2364,2828
"PA4644",4123,3964,2774,3233
"PA4645",8448,9197,6755,7812
"PA4646",4159,3974,4024,4497
"PA4647",6058,6271,5509,6412
"PA4648",1000,1114,597,856
"PA4649",712,1045,523,852
"PA4650",655,859,474,861
"PA4651",465,726,739,1263
"PA4652",1660,2185,1551,2742
"PA4653",1132,1506,801,1366
"PA4654",1281,1519,1017,1704
"PA4655",3362,3475,4535,5102
"PA4656",1518,1757,2081,2552
"PA4657",2287,3085,4592,6048
"PA4658",2031,2393,2825,3555
"PA4659",1421,1779,1738,2030
"PA4660",2442,2924,3441,4312
"PA4661",7786,7767,8530,9411
"PA4662",2413,2690,2486,3069
"PA4663",2262,2821,4101,5062
"PA4664",4491,4503,5719,6380
"PA4665",7531,8300,9617,10763
"PA4666",5493,6241,6738,7747
"PA4667",12537,14554,14461,18088
"PA4668",4514,4846,5405,6140
"PA4669",18422,17337,14120,15899
"PA4669.1",12310,10846,8378,9108
"PA4670",49363,49706,47447,49834
"PA4671",71639,68237,75010,86131
"PA4672",15454,15813,12298,14850
"PA4673",19992,19527,20044,22309
"PA4673.1",273,112,37,73
"PA4674",626,457,331,441
"PA4675",11374,10907,6744,8525
"PA4676",3483,3708,3125,3623
"PA4677",1200,1608,1558,2183
"PA4678",1569,1574,1177,1374
"PA4679",897,978,987,1113
"PA4680",455,625,396,678
"PA4681",1116,1379,799,1272
"PA4682",1555,1513,1097,1491
"PA4683",2716,2067,2299,2886
"PA4684",5947,6203,5884,7208
"PA4685",824,840,799,909
"PA4686",15641,16453,16784,19583
"PA4687",14815,14173,14353,17105
"PA4688",7757,6893,8089,10048
"PA4689",5243,5843,5420,6576
"PA4690",2203,2174,1710,1990
"PA4690.1",2149,1335,919,1036
"PA4690.2",1347250,348240,802646,752476
"PA4690.3",1476,898,903,799
"PA4690.4",1726,1105,1085,953
"PA4690.5",50882,8428,19107,15878
"PA4690a",2332,1906,1399,1776
"PA4691",1364,724,596,677
"PA4692",2518,2086,1946,2203
"PA4693",9658,9499,8490,9788
"PA4694",21515,21418,27357,30950
"PA4695",7278,6685,7445,8063
"PA4696",14758,14532,16717,18875
"PA4697",2323,2397,2160,2489
"PA4698",972,989,1123,1329
"PA4699",4311,4730,6142,7854
"PA4700",8206,8544,8881,10090
"PA4701",11043,10666,9620,11148
"PA4702",505,747,642,852
"PA4703",559,532,296,419
"PA4704",1238,1328,958,1299
"PA4704.1",289,212,76,141
"PA4704.2",387,353,150,211
"PA4705",2856,2861,2132,2796
"PA4706",1456,1599,1125,1890
"PA4707",3255,3053,2081,3019
"PA4708",3153,3364,2678,3786
"PA4709",3052,3136,2086,3186
"PA4710",33108,34453,11213,16269
"PA4711",1149,1642,1180,1548
"PA4712",949,918,776,1052
"PA4713",619,602,565,810
"PA4714",697,866,1062,1225
"PA4715",5824,6693,5767,6916
"PA4716",1291,1549,1601,2359
"PA4717",2269,2488,2485,3011
"PA4718",1484,1563,1880,2137
"PA4719",10202,9650,11811,13091
"PA4720",7514,8123,8481,10654
"PA4721",2085,2179,2201,2921
"PA4722",3002,3100,3118,4033
"PA4723",12788,11088,11803,11892
"PA4724",2945,3147,3110,3679
"PA4724.1",1341,1304,748,959
"PA4725",7134,7898,6034,7446
"PA4726",7637,9329,12589,15806
"PA4726.1",213,203,143,150
"PA4726.11",183544,248940,160093,210847
"PA4726.2",182428,248222,159487,210166
"PA4727",16292,16105,17409,19980
"PA4728",2551,2228,3680,4181
"PA4729",6451,6828,6410,7044
"PA4730",5342,6106,6278,7653
"PA4731",2795,2979,2422,2763
"PA4732",7733,7789,7812,8778
"PA4733",2733,2907,2179,2905
"PA4734",2381,2996,2170,3042
"PA4735",21102,20983,17549,20798
"PA4736",2175,1966,1781,2169
"PA4737",1536,1330,1314,1530
"PA4738",693,433,507,558
"PA4739",1840,1180,1335,1606
"PA4740",104034,111490,139585,162993
"PA4741",17453,13359,18946,20609
"PA4742",9068,8925,12275,12914
"PA4743",6643,5886,8232,8969
"PA4744",54306,55470,83851,89895
"PA4745",33212,32846,40577,42753
"PA4746",6413,5404,5098,5259
"PA4746.1",790,569,693,682
"PA4746.2",1709,1288,1554,1529
"PA4747",5103,3906,3807,4077
"PA4748",12319,11096,12572,11754
"PA4749",9529,8385,13546,13885
"PA4750",3162,3433,5048,5171
"PA4751",21233,23887,39188,42467
"PA4752",3689,3621,3869,4311
"PA4753",7228,8118,6262,7111
"PA4754",4076,4577,4287,4874
"PA4755",8249,7957,10392,11441
"PA4756",49477,46853,63759,70962
"PA4757",7208,6611,7628,8811
"PA4758",30398,29651,33095,36735
"PA4758.1",384,280,302,351
"PA4759",2058,2130,5720,6689
"PA4760",2852,3494,7150,8325
"PA4761",39138,45544,114545,117492
"PA4762",4635,4833,11866,12146
"PA4763",4095,4943,4122,5246
"PA4764",3667,3691,3250,3590
"PA4765",8449,8235,7059,8024
"PA4766",526,727,570,680
"PA4767",1894,1933,1860,2111
"PA4768",4147,4619,5219,5800
"PA4769",4482,4480,4835,5269
"PA4770",8896,9128,7316,8941
"PA4771",4087,4368,5912,7492
"PA4772",10123,10917,11676,14623
"PA4773",13050,13758,18819,24484
"PA4774",34045,31032,42185,49596
"PA4775",9227,8285,13457,17165
"PA4776",7741,7661,11168,12660
"PA4777",8336,8701,10294,12426
"PA4778",1737,1686,1639,2038
"PA4779",783,845,963,1511
"PA4780",1636,1878,1628,1989
"PA4781",1446,1725,1909,2989
"PA4782",928,1054,1196,1323
"PA4783",646,713,917,1306
"PA4784",934,1094,760,1036
"PA4785",1930,2245,1496,2224
"PA4786",962,1082,1256,1876
"PA4787",1340,1560,2113,2708
"PA4788",611,752,747,1244
"PA4789",567,536,508,701
"PA4790",973,1065,1352,1844
"PA4791",695,740,1031,1405
"PA4792",1036,1185,1341,2026
"PA4793",3307,3667,4250,5193
"PA4794",1826,2148,2517,2990
"PA4795",881,903,1024,1181
"PA4796",755,767,718,1015
"PA4797",1262,1349,1145,1580
"PA4798",2291,2389,2454,3072
"PA4799",1137,1257,1086,1615
"PA4800",1146,1318,1036,1381
"PA4801",336,351,529,955
"PA4802",1055,1280,1172,1826
"PA4802.1",561,611,466,507
"PA4803",929,1083,988,1536
"PA4804",1716,1764,1643,2533
"PA4805",1882,2268,1150,1798
"PA4806",696,988,828,1100
"PA4807",1571,1874,3856,4836
"PA4808",3190,3559,6015,8069
"PA4809",2439,2330,4028,4877
"PA4810",2457,2495,4779,5435
"PA4811",4177,4351,8643,9564
"PA4812",21547,22492,40998,44824
"PA4813",962,1190,701,1203
"PA4814",1391,1892,1260,2191
"PA4815",1121,1394,990,1426
"PA4816",908,1011,1038,1619
"PA4817",942,1027,773,1089
"PA4818",768,975,894,1564
"PA4819",844,1123,765,1355
"PA4820",485,541,396,577
"PA4821",871,995,1080,1865
"PA4822",1320,1870,1522,2360
"PA4823",220,259,219,356
"PA4824",313,352,494,903
"PA4825",4114,4891,2940,4197
"PA4826",3975,3741,2687,3325
"PA4827",1062,1174,973,1556
"PA4828",330,302,399,758
"PA4829",1140,1532,1401,2283
"PA4830",533,822,620,965
"PA4831",874,1166,1245,1644
"PA4832",862,1088,1138,1614
"PA4833",2954,2879,2157,2676
"PA4834",3896,3658,2159,2997
"PA4835",6041,6005,3905,4885
"PA4836",6674,6055,5017,5700
"PA4837",35705,35128,21751,27693
"PA4838",4243,3950,3354,4764
"PA4839",5883,6322,6237,7172
"PA4840",788,888,1083,1260
"PA4841",1337,1420,2111,2407
"PA4842",5079,5454,6580,7743
"PA4843",5242,6912,12205,14811
"PA4844",1179,1453,1559,2704
"PA4845",3755,4346,4932,6555
"PA4846",17512,17216,12981,15072
"PA4847",13288,10976,15409,16215
"PA4848",44187,45326,64535,73753
"PA4849",1745,1982,1475,2081
"PA4850",7678,8344,9544,10714
"PA4851",5272,5628,5547,6440
"PA4852",9942,10164,10092,11009
"PA4853",7673,8132,8494,11002
"PA4854",16578,18187,18470,22759
"PA4855",9222,10784,12135,14341
"PA4856",8807,10214,8995,11041
"PA4857",719,969,737,1119
"PA4858",1450,1277,787,1126
"PA4859",959,1217,1154,1996
"PA4860",606,677,634,1392
"PA4861",751,1091,649,1200
"PA4862",581,823,622,1094
"PA4863",990,1221,1361,1707
"PA4864",455,514,753,986
"PA4865",569,631,889,1200
"PA4866",1222,1401,1607,2043
"PA4867",780,978,788,1077
"PA4868",3522,4116,4724,5821
"PA4869",1547,1694,1783,2382
"PA4870",848,986,1169,1402
"PA4871",252,393,460,769
"PA4872",1938,2206,2076,2534
"PA4873",2698,3404,2865,3687
"PA4874",1902,2099,1726,2080
"PA4876",1921,2024,1830,2337
"PA4877",419,445,338,558
"PA4878",1609,1792,1425,1815
"PA4879",3596,4258,3367,4542
"PA4880",3285,3399,4966,5743
"PA4881",554,866,400,687
"PA4882",814,1234,669,962
"PA4883",532,769,558,964
"PA4884",529,749,533,907
"PA4885",1073,1095,882,1232
"PA4886",1128,1449,1897,2614
"PA4887",3175,3519,3374,4059
"PA4888",4540,4294,6466,7752
"PA4889",2948,2466,6187,7969
"PA4890",2399,2756,3278,4218
"PA4891",652,759,817,1248
"PA4892",280,393,643,1006
"PA4893",1133,1300,1424,1718
"PA4894",267,273,571,1014
"PA4895",522,657,770,1309
"PA4896",2626,3039,1289,1853
"PA4897",5052,5521,2967,4717
"PA4898",1637,1927,998,1732
"PA4899",854,1318,1300,2166
