"Id","Untreated-Rep1","Untreated-Rep2","Treated-Rep1","Treated-Rep2"
"PA2503",1684,1848,1296,1637
"PA2504",946,1015,880,1203
"PA2505",849,772,497,891
"PA2506",237,261,84,192
"PA2507",256,226,259,551
"PA2508",264,298,207,332
"PA2509",437,480,437,743
"PA2510",487,626,597,851
"PA2511",761,918,658,1035
"PA2512",887,997,664,1112
"PA2513",413,503,288,413
"PA2514",360,523,425,676
"PA2515",186,283,252,452
"PA2516",354,542,461,863
"PA2517",299,352,224,327
"PA2518",541,630,385,658
"PA2519",575,858,572,852
"PA2520",1547,1930,1270,2178
"PA2521",463,743,557,953
"PA2522",261,403,375,842
"PA2523",318,341,535,727
"PA2524",886,1000,1383,1707
"PA2525",2565,2703,2703,3499
"PA2526",4459,5178,4237,5572
"PA2527",4079,4368,4089,5134
"PA2528",2358,2432,2009,2409
"PA2529",1782,1925,2290,2926
"PA2530",1226,1266,2101,2734
"PA2531",954,1071,1074,1415
"PA2532",3255,3368,4298,5187
"PA2533",1391,1574,1239,1753
"PA2534",601,875,791,1066
"PA2535",1446,1650,1399,1817
"PA2536",4564,3933,2384,2913
"PA2537",4573,3908,2408,2828
"PA2538",1733,1432,922,1429
"PA2539",1764,1470,1117,1376
"PA2540",10327,10551,5948,6937
"PA2541",2703,3054,2466,2834
"PA2542",2186,2487,2608,4022
"PA2543",1959,2298,1665,2224
"PA2544",991,1371,866,1496
"PA2545",4342,4460,3740,4177
"PA2546",888,978,739,954
"PA2547",1072,1274,868,1255
"PA2548",817,860,621,1031
"PA2549",1326,1223,1080,1372
"PA2550",1142,1505,1534,1740
"PA2551",2548,2793,2531,3105
"PA2552",774,956,770,1366
"PA2553",559,695,829,1319
"PA2554",355,414,389,572
"PA2555",995,1278,966,1488
"PA2556",897,996,819,1354
"PA2557",870,1124,819,1204
"PA2558",1226,1243,1191,1273
"PA2559",965,1026,1098,1288
"PA2559a",2097,1876,1248,1353
"PA2560",1257,1442,1240,1309
"PA2561",1274,1671,1786,2413
"PA2562",1217,1245,1347,1371
"PA2563",1542,1638,1429,1980
"PA2564",726,841,500,739
"PA2565",484,428,261,389
"PA2566",932,907,461,662
"PA2567",4242,4880,8497,9727
"PA2568",913,869,1103,1243
"PA2569",568,358,314,351
"PA2570",322,206,80,82
"PA2570.1",1520,1585,854,1283
"PA2571",1226,896,542,720
"PA2572",1150,1206,985,1288
"PA2573",993,1174,1143,1566
"PA2574",1222,1062,598,766
"PA2575",4982,5469,7410,9030
"PA2576",684,768,604,871
"PA2577",1133,1416,1282,1439
"PA2578",677,877,839,1027
"PA2579",2561,2890,2346,3050
"PA2580",731,506,322,366
"PA2581",5965,4517,2169,2305
"PA2581.1",457,310,240,239
"PA2582",2755,2251,2921,3274
"PA2583",3684,3246,2957,3504
"PA2583.1",183,251,111,169
"PA2584",1575,1724,1496,1825
"PA2585",4702,4633,4753,5501
"PA2586",5748,5579,5610,6163
"PA2587",823,1132,756,1054
"PA2588",953,999,597,843
"PA2589",709,778,466,823
"PA2590",1391,1925,1094,1978
"PA2591",707,340,188,241
"PA2592",1378,1068,760,898
"PA2593",359,562,282,459
"PA2594",932,1172,820,1084
"PA2595",986,1223,760,1083
"PA2596",651,778,646,1028
"PA2597",477,577,510,814
"PA2598",833,934,731,1257
"PA2599",992,1143,699,1056
"PA2600",975,1179,734,1104
"PA2601",832,940,633,976
"PA2602",595,632,435,625
"PA2603",1399,1498,1628,2130
"PA2603.1",274,112,41,87
"PA2604",5608,5662,7443,8606
"PA2605",437,574,838,1170
"PA2606",1877,2276,2205,2841
"PA2607",1603,1829,1912,2219
"PA2608",1621,1767,1752,2298
"PA2609",2811,2976,2952,3347
"PA2610",1582,1676,1860,2085
"PA2611",4028,4325,6460,7390
"PA2612",18188,18453,24503,27686
"PA2613",7347,6978,8046,9144
"PA2614",5234,4898,5762,6483
"PA2615",13231,14230,18735,20852
"PA2616",17902,16919,17853,21518
"PA2617",4734,4920,4285,5133
"PA2618",2165,2203,2121,2558
"PA2619",12544,12008,10791,10862
"PA2620",11997,11809,15969,18447
"PA2621",1774,1632,1477,1729
"PA2622",2144,1848,1970,2326
"PA2623",12749,13691,17740,19302
"PA2624",62576,62425,63687,72222
"PA2625",1731,1761,1992,2648
"PA2626",7921,8042,8872,9602
"PA2627",2026,2050,2910,3294
"PA2628",1849,1904,1740,2128
"PA2629",24073,24082,22883,24827
"PA2630",6857,7205,9046,9597
"PA2631",3497,3816,4693,5305
"PA2632",3351,3922,3843,4592
"PA2633",2437,2693,2695,3356
"PA2634",6626,6846,9979,10891
"PA2635",1010,1210,950,1498
"PA2636",352,455,366,541
"PA2637",2626,2413,2348,2603
"PA2638",9478,9726,12262,12643
"PA2639",33593,32744,41765,46212
"PA2640",8252,8322,11032,11837
"PA2641",13625,13257,20406,23094
"PA2642",31187,32379,49123,54919
"PA2643",13322,12180,15250,17526
"PA2644",7929,7323,9453,10414
"PA2645",3885,3751,4447,4923
"PA2646",5209,5200,5422,6023
"PA2647",17361,15425,19683,23829
"PA2648",16278,14434,16417,19552
"PA2649",14038,13655,15323,18157
"PA2650",816,971,703,1010
"PA2651",2369,2177,2206,2496
"PA2652",5213,5389,7864,8821
"PA2653",2807,3051,2801,3410
"PA2654",4039,4067,5382,6766
"PA2655",332,287,446,577
"PA2656",1196,1445,1482,1895
"PA2657",1105,1543,1894,2136
"PA2658",686,735,840,957
"PA2659",1763,1766,1735,1949
"PA2660",1722,2144,2551,3198
"PA2661",1982,2004,2490,3105
"PA2662",2196,2497,4053,5152
"PA2663",2147,2186,2817,3649
"PA2664",10458,9665,10632,14391
"PA2665",966,1011,1770,2700
"PA2666",3032,3262,2148,2641
"PA2667",8797,8998,9202,9877
"PA2669",809,823,552,829
"PA2670",982,818,437,678
"PA2671",982,1032,559,877
"PA2672",525,498,283,436
"PA2673",351,411,232,334
"PA2674",459,435,274,394
"PA2675",412,334,244,298
"PA2676",957,963,437,754
"PA2677",1352,1118,669,1031
"PA2678",984,541,322,441
"PA2679",596,715,700,908
"PA2680",452,644,509,934
"PA2681",314,462,401,730
"PA2682",1289,1585,1057,1546
"PA2683",1517,1761,1407,1835
"PA2684",6250,6582,3742,5715
"PA2685",10354,8678,3753,4644
"PA2686",4017,4040,3242,4076
"PA2687",2424,3157,2352,3328
"PA2688",24673,30389,13769,23065
"PA2689",1827,2301,1763,3922
"PA2690",1232,1312,981,1346
"PA2691",773,794,896,1341
"PA2692",1082,1208,1404,1520
"PA2693",714,741,833,953
"PA2694",315,406,391,585
"PA2695",1415,1817,1599,2142
"PA2696",743,849,447,717
"PA2697",258,292,162,216
"PA2698",656,619,394,607
"PA2699",969,1437,830,1361
"PA2700",607,828,649,1031
"PA2701",463,662,679,1203
"PA2702",2482,1993,893,1188
"PA2703",1259,1126,500,615
"PA2704",806,1145,1313,1720
"PA2705",1696,1793,2442,2578
"PA2706",1364,1404,2162,2265
"PA2707",3349,3881,5078,6086
"PA2708",826,1127,792,1106
"PA2709",4324,4991,5700,6675
"PA2710",1132,1205,1353,1986
"PA2711",1250,1147,919,1088
"PA2712",518,623,905,1236
"PA2713",543,487,656,959
"PA2714",1588,1932,1558,2119
"PA2715",253,281,237,381
"PA2716",428,586,587,1117
"PA2717",688,722,452,758
"PA2718",728,1031,699,1037
"PA2719",582,794,588,806
"PA2720",1054,1201,986,1168
"PA2721",476,567,347,536
"PA2722",496,523,295,491
"PA2723",895,829,495,869
"PA2724",396,381,404,654
"PA2725",2355,2068,2034,2691
"PA2726",1393,1574,1094,1476
"PA2729",1580,1580,1951,2586
"PA2730",4777,3676,3470,4117
"PA2732",14965,12683,14767,15728
"PA2733",5239,4864,5568,6251
"PA2734",8558,8802,11133,12677
"PA2735",18677,17483,22050,25454
"PA2736",2596,2403,1948,2278
"PA2736.1",499,296,288,330
"PA2737",5826,5828,6148,6998
"PA2738",7935,7241,8558,9215
"PA2739",16067,15636,22141,25409
"PA2740",11469,10777,13685,15589
"PA2741",82446,85583,98478,113307
"PA2742",75428,79957,91852,108609
"PA2743",52621,49180,63525,72744
"PA2744",47674,46089,56343,63571
"PA2744.1",1445,1368,2088,1863
"PA2745",972,758,1156,1571
"PA2746",568,511,486,591
"PA2746a",465,575,797,955
"PA2747",775,717,542,697
"PA2747a",263,258,248,354
"PA2748",901,1174,941,1040
"PA2749",1401,1237,1011,1163
"PA2750",456,413,579,929
"PA2750a",266,165,157,239
"PA2751",1274,1099,760,1099
"PA2752",446,452,296,387
"PA2753",915,1074,4284,4918
"PA2754",1596,1626,3727,3857
"PA2754a",565,726,952,1264
"PA2755",7109,5472,3890,4337
"PA2755a",777,806,1048,1171
"PA2756",1445,1173,1456,1522
"PA2757",1889,1367,2063,2076
"PA2758",816,1055,651,1019
"PA2759",386,584,410,521
"PA2760",16577,17081,14348,16990
"PA2761",1259,1276,789,988
"PA2762",804,739,453,556
"PA2763",355,242,184,222
"PA2763a",267,305,186,216
"PA2764",693,587,633,694
"PA2765",2511,2392,3077,3663
"PA2766",505,539,357,614
"PA2767",699,871,642,794
"PA2768",689,846,603,826
"PA2769",754,837,776,960
"PA2770",2519,2603,2855,3299
"PA2771",1092,1401,1161,1479
"PA2772",784,664,504,548
"PA2772a",280,383,324,446
"PA2773",1073,726,460,550
"PA2774",1030,1084,685,894
"PA2775",1698,1548,753,907
"PA2775.1",129,83,23,53
"PA2776",4414,4764,4807,5384
"PA2777",864,693,746,1107
"PA2778",544,686,596,1003
"PA2779",1487,1433,1205,1495
"PA2780",743,526,355,540
"PA2781",641,657,397,577
"PA2782",239,345,368,455
"PA2783",1036,1304,839,1303
"PA2784",546,602,411,563
"PA2785",257,341,139,243
"PA2786",509,609,319,496
"PA2787",676,963,884,1400
"PA2788",1630,1989,5073,5907
"PA2789",978,1027,906,1281
"PA2790",857,494,372,526
"PA2791",597,380,250,304
"PA2792",1351,1238,660,797
"PA2793",3244,3040,1812,2022
"PA2795",3211,3909,3621,4308
"PA2796",5147,6296,6189,7428
"PA2797",2684,2961,2133,2699
"PA2798",7880,7510,6762,7569
"PA2799",579,678,663,687
"PA2800",13177,14221,11416,13036
"PA2801",931,874,862,912
"PA2802",1577,1565,1581,1895
"PA2803",434,541,333,538
"PA2804",329,522,380,525
"PA2805",729,513,1035,1002
"PA2806",2620,2588,2380,2922
"PA2807",326,423,220,451
"PA2808",212,295,154,253
"PA2809",650,817,564,817
"PA2810",755,1085,833,1378
"PA2811",1592,1349,1483,1645
"PA2812",2652,2954,2676,3122
"PA2813",1296,1560,1022,1393
"PA2814",641,767,550,789
"PA2815",4330,4726,4992,6196
"PA2816",402,563,525,669
"PA2817",2148,2385,1845,1984
"PA2818",2289,2428,2192,3041
"PA2819.1",316,216,215,244
"PA2819.2",2522,2168,3423,3156
"PA2819.3",2470,2115,3345,3102
"PA2820",1930,2310,2316,2653
"PA2821",1594,1823,1798,2402
"PA2822",1089,1248,1232,1475
"PA2823",1196,1265,1603,1852
"PA2824",2575,2826,2462,3247
"PA2825",885,942,931,998
"PA2826",915,784,797,876
"PA2827",1026,967,1459,1694
"PA2828",7652,8437,6801,7839
"PA2829",941,1016,734,1038
"PA2830",3016,3224,6185,6929
"PA2831",1911,2030,1761,1996
"PA2832",827,958,756,929
"PA2833",264,241,216,343
"PA2834",1339,1553,1146,1492
"PA2835",1192,1424,1128,1652
"PA2836",582,645,687,1239
"PA2837",496,715,644,1169
"PA2838",469,613,458,745
"PA2839",541,663,800,1187
"PA2840",37386,31966,61119,70707
"PA2841",709,809,742,1016
"PA2842",797,769,832,1244
"PA2843",4393,4954,4374,5731
"PA2844",388,545,794,1363
"PA2845",197,216,109,235
"PA2846",957,1309,1002,1320
"PA2847",466,429,437,688
"PA2848",705,894,744,1086
"PA2849",1332,1300,909,1152
"PA2850",1154,1323,1138,1402
"PA2851",38284,41181,40804,46250
"PA2852",1075,1169,927,1395
"PA2852.1",159,106,47,70
"PA2853",47843,37175,59914,63611
"PA2854",5922,6298,7791,8589
"PA2855",662,631,798,942
"PA2856",1194,1198,1092,1207
"PA2857",853,1084,1148,1451
"PA2858",1476,1691,1986,2986
"PA2859",931,1038,1000,1222
"PA2860",1847,1854,1600,1913
"PA2861",443,458,459,764
"PA2862",909,810,484,649
"PA2863",442,713,403,692
"PA2864",1148,1116,1022,1417
"PA2865",2750,2966,2863,3709
"PA2866",1347,1445,2041,2780
"PA2867",4108,4888,8007,10252
"PA2868",746,914,953,1057
"PA2869",675,888,841,1202
"PA2870",1410,1911,1648,2317
"PA2871",748,802,969,1268
"PA2872",242,344,436,771
"PA2873",1000,1287,1409,2204
"PA2874",286,298,446,747
"PA2875",956,985,1024,1320
"PA2876",1243,1270,1545,1748
"PA2877",1016,1197,1057,1499
"PA2878",484,604,479,680
"PA2879",514,634,841,1260
"PA2880",515,444,352,484
"PA2881",447,493,357,649
"PA2882",656,893,597,890
"PA2883",446,405,464,539
"PA2884",2610,2446,2425,2879
"PA2885",1102,1292,1280,1480
"PA2886",746,1221,966,1525
"PA2887",607,904,617,916
"PA2888",952,1302,966,1573
"PA2889",957,883,530,898
"PA2890",212,205,235,474
"PA2891",722,962,974,1589
"PA2892",358,456,346,646
"PA2893",1292,1635,1137,1865
"PA2894",591,647,811,1148
"PA2895",360,373,416,603
"PA2896",1426,1566,1581,1798
"PA2897",4934,5882,8040,9393
"PA2898",225,356,312,585
"PA2899",950,1156,935,1150
"PA2900",3442,3681,3997,4342
"PA2901",2169,2577,2696,2897
"PA2902",2187,2657,3085,3501
"PA2903",1250,1315,2204,3119
"PA2904",1577,1713,2107,2657
"PA2905",821,701,1172,1593
"PA2906",1767,1597,2324,2913
"PA2907",662,745,1462,2072
"PA2908",838,1127,1535,2119
"PA2909",92,121,279,468
"PA2910",533,603,501,660
"PA2911",22092,21700,14342,16500
"PA2912",2642,2465,2544,3482
"PA2913",2252,2439,2138,2695
"PA2914",1047,1079,1648,2049
"PA2915",1208,1502,1626,2020
"PA2916",253,328,223,442
"PA2917",742,940,846,1217
"PA2918",699,780,605,951
"PA2919",123,187,167,307
"PA2920",779,1061,1223,1953
"PA2921",644,845,716,1262
"PA2922",510,597,609,1012
"PA2923",555,654,416,850
"PA2924",458,538,329,571
"PA2925",654,722,392,636
"PA2926",613,752,409,640
"PA2927",674,942,935,1378
"PA2928",449,520,755,1153
"PA2929",530,587,415,606
"PA2930",702,936,1687,2368
"PA2931",326,379,629,957
"PA2932",757,810,1845,2182
"PA2933",373,397,965,1199
"PA2934",748,926,946,1015
"PA2935",513,360,208,297
"PA2936",237,238,340,572
"PA2937",256,325,322,483
"PA2938",889,1114,700,1208
"PA2939",1177,1326,688,1173
"PA2940",558,656,647,1098
"PA2941",268,283,454,639
"PA2942",1227,1355,1718,2221
"PA2942.1",858,996,721,1040
"PA2943",1841,2169,2472,3423
"PA2944",6825,7990,8095,9616
"PA2945",5043,4913,4737,5583
"PA2946",4606,4636,3638,4689
"PA2947",802,871,1291,1531
"PA2948",1818,2004,1592,1965
"PA2949",1273,1547,1273,1591
"PA2950",12605,12485,16711,18152
"PA2951",19737,21341,29306,31818
"PA2952",16086,17442,22986,24739
"PA2953",9482,10361,12386,14400
"PA2954",807,1062,899,1226
"PA2955",915,935,1147,1378
"PA2956",1859,2009,1597,1872
"PA2957",2965,2989,2331,2565
"PA2958",1428,1614,1652,2080
"PA2958.1",397,313,283,317
"PA2959",2375,2605,3144,3709
"PA2960",3587,3510,3670,3880
"PA2961",2912,2822,3753,4266
"PA2962",1964,2078,3248,4051
"PA2963",5207,5332,5850,6981
"PA2964",2131,2224,4038,4846
"PA2965",22828,22469,27974,31549
"PA2966",20385,16445,20995,21696
"PA2967",19625,18744,29098,31238
"PA2968",6407,5717,10063,10339
"PA2969",9791,9580,11320,12403
"PA2970",24490,25383,23947,27051
"PA2971",24376,24392,22782,25634
"PA2972",1030,982,820,984
"PA2973",5377,4689,5687,6155
"PA2974",2256,2105,2381,2872
"PA2975",3824,3669,4446,5042
"PA2976",64007,57004,98914,106608
"PA2977",2054,2090,2028,2383
"PA2978",2232,2306,2787,2919
"PA2979",3787,4230,5922,6352
"PA2980",2446,2575,2835,3016
"PA2981",2845,3058,2946,3517
"PA2982",1887,1781,2057,2097
"PA2983",2530,2779,2451,2823
"PA2984",835,1207,836,1514
"PA2985",714,724,645,797
"PA2986",3533,3613,3541,4146
"PA2987",3522,3769,4278,5180
"PA2988",4609,4399,4340,4962
"PA2989",1424,1376,1013,1351
"PA2990",2358,2540,3028,3461
"PA2991",11165,11254,10213,12313
"PA2992",2130,1952,1780,2124
"PA2993",4553,4940,5100,5591
"PA2994",5940,5877,6847,7708
"PA2995",3901,3655,3954,4583
"PA2996",3815,3729,4263,4894
"PA2997",5043,5115,5763,6498
"PA2998",8062,8297,8917,9887
"PA2999",9857,9039,10230,10609
"PA3000",5395,4948,4214,4726
"PA3001",38961,40158,38756,44404
"PA3002",13175,13878,16775,19283
"PA3003",1513,1352,1500,1906
"PA3004",4473,4250,3801,4301
"PA3005",3406,3254,3488,4216
"PA3006",2375,2999,3987,5140
"PA3007",4243,4532,4127,4448
"PA3008",2519,2133,2403,2467
"PA3009",2518,2057,2361,2664
"PA3010",2304,2147,2529,2729
"PA3011",18013,18277,22018,23771
"PA3012",1133,703,706,865
"PA3013",4846,4744,11939,11574
"PA3014",7663,8193,17951,18127
"PA3015",1073,1226,1033,1167
"PA3016",454,565,572,774
"PA3017",1032,1109,1222,1368
"PA3018",1759,2075,1851,2317
"PA3019",6533,6407,7205,7872
"PA3020",5262,6017,5417,6702
"PA3021",5553,4848,2895,3459
"PA3022",2061,1989,1970,2356
"PA3023",577,687,710,916
"PA3024",794,1034,999,1472
"PA3025",357,570,719,1398
"PA3026",1440,1726,1259,1981
"PA3027",1712,1976,1867,2144
"PA3028",2016,2178,3321,4225
"PA3029",3186,3374,3995,4600
"PA3030",612,555,558,840
"PA3031",14756,12257,11591,12285
"PA3031.1",105,60,28,26
"PA3032",1477,1331,777,963
"PA3033",764,828,668,792
"PA3034",1339,1408,1120,1299
"PA3035",907,989,758,1044
"PA3036",597,708,668,1060
"PA3037",810,1008,720,972
"PA3038",2230,2370,1255,1629
"PA3039",1258,1111,723,942
"PA3040",2968,3122,4465,4827
"PA3041",2073,2274,2917,3260
"PA3042",982,961,1184,1410
"PA3043",3855,3775,3565,4519
"PA3044",1900,2121,1419,2070
"PA3045",439,462,190,328
"PA3046",3549,2462,2344,2441
"PA3047",5849,6054,6336,7861
"PA3048",4591,4350,5771,6533
"PA3049",1529,1324,4130,4919
"PA3050",3983,4532,4462,5107
"PA3051",1250,1570,1413,1670
"PA3052",1999,2135,2855,3751
"PA3053",2026,2176,1703,2347
"PA3054",3420,3782,4043,5107
"PA3055",975,776,712,969
"PA3056",620,575,636,789
"PA3057",338,225,153,188
"PA3058",1639,1108,741,864
"PA3059",1500,1648,907,1395
"PA3060",696,849,680,965
"PA3061",951,1351,964,1421
"PA3062",191,264,214,439
"PA3063",1689,2087,1575,2713
"PA3064",2046,2298,1435,2553
"PA3065",550,846,761,1101
"PA3066",405,586,659,887
"PA3067",435,670,533,681
"PA3068",31769,29855,38047,44044
"PA3069",2730,2432,2468,2770
"PA3070",4393,5092,5248,6284
"PA3071",1387,1626,2511,3210
"PA3072",296,317,512,608
"PA3073",737,864,1253,1521
"PA3074",1406,1808,2105,3008
"PA3075",1898,2155,2375,2930
"PA3076",1453,2008,1957,2496
"PA3077",1141,1432,1521,1984
"PA3078",2019,2313,2028,2534
"PA3079",3335,3582,2559,3546
"PA3080",1944,2101,2300,2870
"PA3081",3272,2932,4293,5668
"PA3082",8737,8677,8629,10243
"PA3083",13568,13241,16664,20035
"PA3084",4312,4376,4944,5456
"PA3085",1919,2130,2240,2395
"PA3086",929,1144,1186,1608
"PA3087",1698,2147,2368,3074
"PA3088",3418,3446,3460,3758
"PA3089",326,344,525,857
"PA3089a",292,359,515,949
"PA3091",865,927,1158,1733
"PA3092",1738,2083,1749,2611
"PA3093",2406,2884,3283,4113
"PA3094",1754,1931,2143,2695
"PA3094.1",3036,2452,2441,2410
"PA3094.2",7994,6354,7564,6927
"PA3094.3",6165,5012,5921,5400
"PA3095",169,161,396,719
"PA3096",325,369,773,1498
"PA3097",721,794,842,1231
"PA3098",543,693,845,1240
"PA3099",415,487,743,873
"PA3100",485,624,736,890
"PA3101",982,785,927,1030
"PA3102",1007,1062,1190,1578
"PA3103",2126,2227,2339,2786
"PA3104",1294,1642,2024,3175
"PA3105",3293,3281,3613,4425
"PA3106",2673,2820,4091,4540
"PA3107",8315,8515,12855,14727
"PA3108",12210,12739,16365,18247
"PA3109",1590,1612,1501,1630
"PA3110",2142,2027,2988,3421
"PA3111",5163,5281,9036,10350
"PA3112",8991,8184,12489,13201
"PA3113",1476,1741,2041,2116
"PA3114",940,1163,820,1059
"PA3115",4127,4702,5818,6627
"PA3116",2360,2631,2480,2996
"PA3117",7632,8593,8841,9705
"PA3118",2835,2976,3542,4072
"PA3119",939,970,1702,2020
"PA3120",2037,2316,3101,3739
"PA3121",5247,6425,8532,10490
"PA3122",1628,2039,1840,2464
"PA3123",711,722,681,793
"PA3124",1011,1051,1298,1622
"PA3125",921,1345,1384,1836
"PA3126",1445,2824,9471,9390
"PA3127",989,1164,1278,1790
"PA3128",1061,1250,1325,1766
"PA3129",1375,1786,2090,2586
"PA3130",563,775,687,804
"PA3131",1029,1148,1116,1473
"PA3132",514,655,528,906
"PA3133",515,618,341,562
"PA3133.1",223,193,117,175
"PA3133.2",1359,1466,1109,1142
"PA3133.3",1284,1141,1078,1085
"PA3133.4",881,646,647,588
"PA3134",10876,10842,11536,12846
"PA3135",1455,1705,1320,1656
"PA3136",891,1123,860,1298
"PA3137",1484,1432,1092,1508
"PA3138",4556,5113,5623,6414
"PA3139",14403,14594,19221,22664
"PA3139.1",196,109,85,89
"PA3140",634,463,390,481
"PA3141",7224,6911,6547,7308
"PA3142",1035,812,877,915
"PA3143",2380,1913,1669,1941
"PA3145",5389,4367,3185,3810
"PA3146",6668,5268,4314,4761
"PA3147",7241,5667,4782,5417
"PA3148",12406,10532,9400,11509
"PA3149",8214,7425,4783,5857
"PA3150",9302,9264,5949,7636
"PA3151",3166,1927,1933,2028
"PA3152",2130,1395,1097,1211
"PA3153",4281,2806,1858,2266
"PA3154",4621,3177,2096,2699
"PA3155",9972,8894,9907,11112
"PA3156",4464,3096,3982,4193
"PA3157",7946,6286,4682,5450
"PA3158",26632,25589,19498,24358
"PA3159",40797,37134,33225,38492
"PA3160",4675,3273,2923,3039
"PA3161",1475,1441,1419,1631
"PA3162",198971,207434,208863,228393
"PA3163",3025,2843,3346,4029
"PA3165",6763,6728,6597,7306
"PA3166",13091,12297,11780,14142
"PA3167",14614,15002,15354,17821
"PA3168",33279,36631,42352,44453
"PA3169",3584,3412,3744,4160
"PA3170",3857,3986,4764,6068
"PA3171",4619,4955,7129,7898
"PA3172",5356,5697,6761,7961
"PA3173",5028,4753,5691,7254
"PA3174",648,879,674,990
"PA3175",465,620,704,1115
"PA3176",667,901,635,996
"PA3177",2833,3103,3204,3807
"PA3178",493,518,677,774
"PA3179",5402,5617,4855,5333
"PA3180",649,806,663,842
"PA3181",4089,4051,9407,11022
"PA3182",1828,1902,6576,7817
"PA3183",11067,11412,22306,23454
"PA3184",1691,2420,2638,3167
"PA3185",1268,1452,2238,2828
"PA3186",1630,1668,1166,1520
"PA3187",794,844,647,925
"PA3188",676,745,405,587
"PA3189",558,811,494,817
"PA3190",1301,1501,847,1453
"PA3191",1175,1399,1716,2356
"PA3192",1073,1143,2034,2426
"PA3193",2225,2514,4959,5926
"PA3194",10481,10752,19499,23069
"PA3195",5253,5672,10581,12201
"PA3196",1261,1345,1529,1923
"PA3197",1305,1363,1466,2092
"PA3198",1161,1131,1236,1450
"PA3199",2476,2616,2496,3154
"PA3200",1579,1532,1671,1953
"PA3201",4748,4995,4771,5395
"PA3202",2356,2489,3122,3565
"PA3203",1408,1626,2249,2630
"PA3204",1705,1878,2600,3019
"PA3205",2290,2419,4255,3244
"PA3206",1163,1608,2194,2876
"PA3207",284,294,584,713
"PA3208",409,400,859,1078
"PA3209",278,233,229,266
"PA3210",3641,4055,3643,4152
"PA3211",2125,2283,2405,3108
"PA3212",1069,1281,1505,2048
"PA3213",1887,2223,2401,2822
"PA3214",859,1096,1893,2222
"PA3215",1279,1708,1650,2180
"PA3216",532,551,381,560
"PA3217",2998,3471,2769,3353
"PA3219",532,745,357,595
"PA3220",711,960,1063,1712
"PA3221",867,1007,758,958
"PA3222",895,1113,830,1250
"PA3223",759,809,491,662
"PA3224",1426,1355,1233,1472
"PA3225",2410,2470,3551,4262
"PA3226",2357,2209,2870,3371
"PA3227",5014,4586,6874,7470
"PA3228",4097,4213,5543,6303
"PA3229",321,329,341,427
"PA3230",1184,1541,1293,1607
"PA3231",279,153,84,124
"PA3232",676,751,399,688
"PA3233",1254,1693,1049,1731
"PA3234",2072,2504,863,1358
"PA3235",564,583,162,292
"PA3236",704,766,364,625
"PA3237",265,335,146,211
"PA3238",5588,4819,4645,5459
"PA3239",2223,2137,2439,3158
"PA3240",1278,1469,1513,1875
"PA3241",1303,1289,1815,2347
"PA3242",2853,3090,3303,3777
"PA3243",4861,5180,4812,5392
"PA3244",20964,21786,17612,19275
"PA3245",5190,4980,3974,4293
"PA3246",4279,4477,4569,5020
"PA3247",7972,8555,10992,12889
"PA3248",1211,1392,1645,1997
"PA3249",738,805,738,1026
"PA3250",1014,1180,732,987
"PA3251",607,835,560,1002
"PA3252",750,1018,522,871
"PA3253",716,881,454,773
"PA3254",771,916,657,1112
"PA3255",1769,1893,1786,2251
"PA3256",1456,1705,1652,2148
"PA3257",22581,25474,28942,33960
"PA3258",2086,2258,1562,2123
"PA3259",411,575,658,852
"PA3260",617,494,699,753
"PA3261",1204,1298,1120,1368
"PA3262",11147,11543,10888,12015
"PA3262.1",7542,7845,4613,5976
"PA3262.2",5004,5646,3437,4495
"PA3263",9123,8921,9593,10397
"PA3264",2769,3115,2903,3462
"PA3265",672,616,458,586
"PA3266",50009,52847,38767,46693
"PA3267",4982,4893,3416,4169
"PA3268",6922,8295,4429,5834
"PA3269",1645,1853,1857,2163
"PA3270",1398,1354,1726,2106
"PA3271",3845,4777,4261,5986
"PA3272",2039,2680,3903,5548
"PA3273",236,292,265,522
"PA3274",301,340,240,394
"PA3275",385,445,430,598
"PA3276",842,937,786,886
"PA3277",712,761,803,1025
"PA3278",761,624,948,1165
"PA3279",1149,1170,510,908
"PA3280",1367,1161,623,996
"PA3281",781,876,805,1031
"PA3282",1517,1538,1695,1821
"PA3283",2491,2684,3083,3370
"PA3284",707,852,998,1200
"PA3285",1639,1553,2421,2983
"PA3286",9038,8543,12164,13721
"PA3287",372,331,279,431
"PA3288",641,765,813,998
"PA3289",509,584,487,626
"PA3290",3122,2467,1976,2665
"PA3291",756,614,178,328
"PA3292",953,606,299,455
"PA3293",648,813,617,1083
"PA3294",2810,3049,1988,2720
"PA3295",1852,2010,1668,1860
"PA3296",1193,1423,862,1325
"PA3297",7268,8027,10515,12796
"PA3298",265,372,191,413
"PA3299",15151,18137,14269,17664
"PA3300",2410,2289,1481,1873
"PA3301",3323,3311,3801,4997
"PA3302",4961,5178,4778,5758
"PA3303",900,1101,1101,1674
"PA3303a",272,393,267,390
"PA3304",917,1159,1033,1349
"PA3304.1",215,309,221,315
"PA3305",1686,1854,1967,2660
"PA3305.1",2055,1254,2489,2947
"PA3306",1196,1250,1517,1898
"PA3307",315,258,331,438
"PA3308",18657,19457,23567,27314
"PA3309",15416,13238,40400,39936
"PA3310",3370,3252,2578,2940
"PA3311",1852,2082,1570,2461
"PA3312",491,585,594,875
"PA3313",3829,3808,3011,3532
